Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"941 Carolyn Extension Rogerside, SD 44966","941 Carolyn Extension Rogerside, SD 44966",Chicgo,,941 Carolyn Extension,Rogerside,SD,44966,SFR,0,,1.65,1346,0,0,0,1,,1973,1962,5646,,1,2,,Ranch,0,2,35.424309,-73.465273,Islands,8.7
"98205 Chapman Forest Summersside, LA 49978","98205 Chapman Forest Summersside, LA 49978",Dallas,0,98205 Chapman Forest,Summersside,LA,49978,SFR,,1,1.36,18,,,0,,1,1972,3145,7425,,5,2,1,Split,0,3,37.840561,-111.416426,Lane,6.83
"109 Erica Route Apt. 598 Collinsmouth, KY 83127","109 Erica Route Apt. 598 Collinsmouth, KY 83127",Chicago,0,109 Erica Route Apt. 598,Collinsmouth,KY,83127,Townhouse,,1,1.73,727,1,,,,0,1974,840,9001,Driveway,4,3,0,,,2,40.477826,-100.973704,Mount,8.01
"45636 William Locks West Rebeccaport, ID 86317","45636 William Locks West Rebeccaport, ID 86317",Dallas,0,45636 William Locks,West Rebeccaport,ID,86317,Single Family Home,0,,3.33,1880,1,1,,,1,1994,2509,5046,,2,1,0,Ranch,,5,40.603362,-109.793395,Drive,8.2
"806 Jennings Ridges Suite 476 North Jennifer, DE 64735","806 Jennings Ridges Suite 476 North Jennifer, DE 64735",Chicgo,1,806 Jennings Ridges Suite 476,North Jennifer,DE,64735,Townhouse,1,0,1.37,1096,1,0,0,,,1976,2865,5715,Garage,6,4,,,,1,34.094191,-110.492257,View,7.65
"431 Montes Mount Johnsonmouth, LA 14303","431 Montes Mount Johnsonmouth, LA 14303",Dallas,0,431 Montes Mount,Johnsonmouth,LA,14303,SFR,,,2.21,463,0,1,,0,1,1965,1861,1905,Driveway,5,3,,Ranch,,2,38.952536,-117.623333,Cliff,5.02
"14823 Sanchez Branch Suite 667 South Shawnside, MS 22322","14823 Sanchez Branch Suite 667 South Shawnside, MS 22322",Florida,0,14823 Sanchez Branch Suite 667,South Shawnside,MS,22322,Townhouse,1,1,1.23,1398,1,0,,0,1,1982,3128,9927,Garage,4,2,,Split,,3,33.789977,-109.411805,Trafficway,9.56
"4681 Simon Stravenue Phelpsmouth, AL 98938","4681 Simon Stravenue Phelpsmouth, AL 98938",Florida,,4681 Simon Stravenue,Phelpsmouth,AL,98938,Single Family Home,1,1,2.05,762,1,0,0,0,,1965,3304,8027,Driveway,6,1,,Colonial,1,5,33.038272,-89.577811,Lakes,6.83
"614 Massey Fall Suite 101 Knappbury, NY 87521","614 Massey Fall Suite 101 Knappbury, NY 87521", ,0,614 Massey Fall Suite 101,Knappbury,NY,87521,Single Family Home,1,,2.7,483,,1,1,,1,2003,1948,7028,Street,4,3,,Colonial,0,3,40.636685,-109.552938,Trafficway,3.77
"21403 Torres Spurs Port Heather, PR 65073","21403 Torres Spurs Port Heather, PR 65073",Florida,1,21403 Torres Spurs,Port Heather,PR,65073,Duplex,1,,1.43,1090,,,0,0,0,1982,3012,1339,Driveway,1,2,0,,0,4,39.892733,-104.323576,Station,3.85
"58849 Martin Key Taylorburgh, KS 03255","58849 Martin Key Taylorburgh, KS 03255",Dalas,0,58849 Martin Key,Taylorburgh,KS,3255,Single Family Home,,0,2.68,914,1,,0,1,,1992,1242,5266,,2,1,1,Colonial,1,2,37.463941,-108.485944,Rest,8.98
"2127 Rachel Motorway Shermantown, ME 41258","2127 Rachel Motorway Shermantown, ME 41258",Chicago,1,2127 Rachel Motorway,Shermantown,ME,41258,SFR,1,,1.56,1006,1,,,1,0,1952,747,7522,Garage,1,3,0,Colonial,0,1,34.151309,-84.138742,Trail,7.23
"183 Christine Summit Apt. 651 Jonathanmouth, DC 39774","183 Christine Summit Apt. 651 Jonathanmouth, DC 39774",Chicago,,183 Christine Summit Apt. 651,Jonathanmouth,DC,39774,Townhouse,0,1,1.3,389,0,,1,1,0,1956,664,8296,Street,3,2,0,Colonial,0,5,39.126346,-103.530715,Land,8.71
"13982 Brown Route Brandyfort, DE 91303","13982 Brown Route Brandyfort, DE 91303", ,1,13982 Brown Route,Brandyfort,DE,91303,Duplex,0,,2.49,505,0,0,0,1,0,1962,1518,4609,Street,3,1,0,,0,2,35.014219,-117.803531,Crossroad,5.73
"179 Kathryn Burgs Shawnhaven, DE 54354","179 Kathryn Burgs Shawnhaven, DE 54354",Florida,0,179 Kathryn Burgs,Shawnhaven,DE,54354,Single Family Home,,0,2.88,1204,0,,,,1,2003,3292,5289,Garage,3,2,1,Ranch,,2,33.118889,-105.794553,Pines,4.27
"9038 Stephens Stream Port Jeffreyville, WV 62108","9038 Stephens Stream Port Jeffreyville, WV 62108",Chicago,,9038 Stephens Stream,Port Jeffreyville,WV,62108,Townhouse,1,0,1.09,1787,,1,,,1,1971,2429,1754,,5,2,1,,1,4,35.509528,-97.991781,Islands,5.79
"626 Aaron Field Suite 585 Melissachester, KY 07297","626 Aaron Field Suite 585 Melissachester, KY 07297", ,1,626 Aaron Field Suite 585,Melissachester,KY,7297,Townhouse,,,2.45,1404,,1,1,,0,1988,3161,5568,Street,6,4,,Split,0,2,37.138383,-75.18082,Passage,3.63
"92542 Sarah Stream East Harry, ID 48792","92542 Sarah Stream East Harry, ID 48792",Florida,,92542 Sarah Stream,East Harry,ID,48792,Condo,0,0,2.19,1731,0,,1,1,0,2009,3120,2598,Street,3,4,1,,0,5,34.064011,-103.557538,Pike,4.12
"1566 Megan Tunnel South Bethanyport, DE 96393","1566 Megan Tunnel South Bethanyport, DE 96393",Florida,0,1566 Megan Tunnel,South Bethanyport,DE,96393,Single Family Home,1,,3.45,1697,0,1,0,,0,1985,2454,9049,,3,3,,Colonial,1,2,41.454563,-105.514919,Wells,5.5
"61666 Matthew Creek Apt. 131 Manningmouth, OR 78325","61666 Matthew Creek Apt. 131 Manningmouth, OR 78325",Chicgo,1,61666 Matthew Creek Apt. 131,Manningmouth,OR,78325,Single Family Home,1,,2.3,280,1,,1,1,0,1987,869,7396,Street,5,3,0,Colonial,1,2,38.000908,-110.960551,Walks,4.13
"06298 Hayes Terrace Port Heidi, HI 54740","06298 Hayes Terrace Port Heidi, HI 54740",Chicago,1,06298 Hayes Terrace,Port Heidi,HI,54740,Duplex,,0,1.4,892,0,0,,1,1,1998,2462,4676,,5,3,,Ranch,0,4,36.57552,-90.380486,Center,3.1
"1489 Evelyn Trace Nelsontown, IN 52025","1489 Evelyn Trace Nelsontown, IN 52025",Tampa,1,1489 Evelyn Trace,Nelsontown,IN,52025,SFR,1,,1.1,691,,0,,1,1,1968,3078,8831,Driveway,4,1,1,Split,,2,33.577476,-117.791198,Fords,8.36
"0061 Joseph Flats Suite 336 North Jaimeville, IN 16596","0061 Joseph Flats Suite 336 North Jaimeville, IN 16596",Chicgo,0,0061 Joseph Flats Suite 336,North Jaimeville,IN,16596,Duplex,0,1,2.88,526,,1,0,1,1,1959,1249,6975,Garage,3,2,1,Split,1,5,38.830134,-93.624607,Mall,6.07
"927 Huerta Key Suite 662 Millerport, IL 55591","927 Huerta Key Suite 662 Millerport, IL 55591",Dalas,0,927 Huerta Key Suite 662,Millerport,IL,55591,SFR,0,1,2.68,1381,0,1,0,1,0,2019,3287,7989,,3,2,0,Split,1,2,34.865389,-81.745717,Camp,7.26
"233 Kathryn Unions Nelsonfort, MD 13651","233 Kathryn Unions Nelsonfort, MD 13651",Chicago,0,233 Kathryn Unions,Nelsonfort,MD,13651,SFR,,0,1.27,1714,1,0,0,,,2003,3162,6575,Street,6,2,1,Colonial,1,4,38.606672,-81.590889,Parkways,8.92
"454 Jeffrey Road Hansenstad, GU 95058","454 Jeffrey Road Hansenstad, GU 95058",Chicgo,0,454 Jeffrey Road,Hansenstad,GU,95058,Single Family Home,,,3.45,941,1,0,1,,1,1977,3174,9978,Garage,3,1,,,,2,38.817536,-115.950057,Islands,3.93
"0076 Peterson Lodge Port Tammy, NY 84658","0076 Peterson Lodge Port Tammy, NY 84658",Dalas,1,0076 Peterson Lodge,Port Tammy,NY,84658,Duplex,,1,1.62,1253,0,1,,0,1,1985,3216,4162,Driveway,5,2,,Split,,1,39.514059,-110.387786,Terrace,4.07
"400 Samuel Ville Port Amyborough, VI 17219","400 Samuel Ville Port Amyborough, VI 17219",Atlanta,0,400 Samuel Ville,Port Amyborough,VI,17219,Single Family Home,0,1,1.8,1002,0,1,0,0,0,1990,2600,9100,,4,4,0,Ranch,,4,36.94663,-75.405659,Views,3.83
"8046 Black Forest Roseside, WV 22174","8046 Black Forest Roseside, WV 22174",Tampa,,8046 Black Forest,Roseside,WV,22174,Single Family Home,1,0,2.16,1737,,1,,0,,1977,1542,2673,,6,2,0,Colonial,,5,37.183491,-73.092591,Dam,6.69
"0613 Murphy Burgs Fosterfurt, NM 11430","0613 Murphy Burgs Fosterfurt, NM 11430",Tampa,1,0613 Murphy Burgs,Fosterfurt,NM,11430,Single Family Home,1,1,1.12,1782,,,0,1,1,1971,511,8622,,2,3,,,,4,33.714399,-95.901221,Mountain,9.5
"714 Jacqueline Island Bowershaven, NH 20889","714 Jacqueline Island Bowershaven, NH 20889",Florida,,714 Jacqueline Island,Bowershaven,NH,20889,Single Family Home,1,,1.84,1632,,,0,0,0,1959,2938,3931,Street,4,4,,Ranch,,2,37.829409,-92.391254,Curve,5.54
"782 Marie Harbor Suite 938 Patriciaville, MD 20905","782 Marie Harbor Suite 938 Patriciaville, MD 20905",Chicago,,782 Marie Harbor Suite 938,Patriciaville,MD,20905,SFR,0,,3.37,801,1,,1,,1,1954,3323,8837,Street,5,3,0,,1,3,38.357349,-115.536683,Pines,9.56
"15924 Mccall Landing New Peter, GA 63755","15924 Mccall Landing New Peter, GA 63755",Atlanta,1,15924 Mccall Landing,New Peter,GA,63755,Townhouse,1,0,2.04,1322,1,1,0,0,0,2014,2772,3472,Driveway,5,3,0,Split,0,1,33.155331,-102.084938,Loaf,7.44
"3645 Jennifer Skyway New Kimberly, OH 85130","3645 Jennifer Skyway New Kimberly, OH 85130",Atlanta,,3645 Jennifer Skyway,New Kimberly,OH,85130,Single Family Home,,1,1.26,170,,1,,1,0,1974,739,8341,Street,1,1,0,Colonial,1,5,38.371323,-114.475801,Gardens,4.72
"343 Angela Meadows Lake Scott, WA 29619","343 Angela Meadows Lake Scott, WA 29619",Atlanta,1,343 Angela Meadows,Lake Scott,WA,29619,Duplex,1,1,1.7,633,,0,,1,1,2004,2829,3645,Garage,1,1,0,Colonial,1,3,35.422405,-76.403098,River,4.97
"8769 Anderson Isle Mendozaborough, OH 18049","8769 Anderson Isle Mendozaborough, OH 18049",Atlanta,0,8769 Anderson Isle,Mendozaborough,OH,18049,Townhouse,1,0,2.73,1019,0,,0,,0,1967,1048,1055,,2,1,,Split,1,3,35.812133,-92.642818,Falls,7.17
"149 Williams Terrace Port Leahville, NE 33049","149 Williams Terrace Port Leahville, NE 33049", ,0,149 Williams Terrace,Port Leahville,NE,33049,Duplex,0,0,1.16,1684,1,1,0,1,1,2007,2188,9448,Street,4,1,,,0,4,35.807209,-81.138128,Isle,3.95
"454 Thomas View Colonfort, NJ 07276","454 Thomas View Colonfort, NJ 07276",Dalas,,454 Thomas View,Colonfort,NJ,7276,Condo,,1,2.14,873,0,,1,,0,2001,1567,8682,Driveway,2,2,1,,0,3,33.651435,-109.207903,Ports,5.53
"342 Davidson Viaduct West Christopherstad, DE 49643","342 Davidson Viaduct West Christopherstad, DE 49643",Chicago,,342 Davidson Viaduct,West Christopherstad,DE,49643,SFR,0,1,2.83,1002,,,0,0,,1951,3018,7295,Street,4,1,,Colonial,1,3,36.356305,-99.950564,Pine,6.34
"925 Johnson Courts Apt. 366 Schneiderton, AZ 15523","925 Johnson Courts Apt. 366 Schneiderton, AZ 15523", ,,925 Johnson Courts Apt. 366,Schneiderton,AZ,15523,Single Family Home,0,,2.13,1606,,,0,0,1,2002,1918,6270,Garage,6,3,,Ranch,1,1,34.540185,-115.235112,Station,6.29
"66229 Barber Mountains Potterfort, TN 57720","66229 Barber Mountains Potterfort, TN 57720",Dalas,0,66229 Barber Mountains,Potterfort,TN,57720,Condo,0,,1.58,1441,1,0,1,0,0,1967,3218,6226,,6,3,1,,0,3,37.729527,-92.217542,Brooks,4.32
"909 Mark Causeway Singhburgh, LA 72768","909 Mark Causeway Singhburgh, LA 72768",Dalas,0,909 Mark Causeway,Singhburgh,LA,72768,Single Family Home,,1,3.21,1922,0,1,,0,0,2003,2867,4896,Garage,1,2,0,,,5,34.262411,-93.188609,Burgs,5.27
"3827 Debra Glens Suite 694 Christopherfort, AS 50317","3827 Debra Glens Suite 694 Christopherfort, AS 50317", ,,3827 Debra Glens Suite 694,Christopherfort,AS,50317,Condo,,1,2.72,481,0,,0,0,,1952,3187,5878,,6,3,,Ranch,1,5,35.883121,-90.849661,Mission,7.46
"086 Mann Plain Suite 191 Port William, AK 82926","086 Mann Plain Suite 191 Port William, AK 82926",Chicago,0,086 Mann Plain Suite 191,Port William,AK,82926,Condo,0,1,3.22,1213,0,,0,1,0,2018,994,3143,,3,4,,Colonial,1,3,40.435525,-77.978599,Walk,4.12
"021 Banks Drive Simsland, AL 55680","021 Banks Drive Simsland, AL 55680",Chicgo,0,021 Banks Drive,Simsland,AL,55680,SFR,1,0,2.36,62,,0,1,0,1,1962,1461,5499,,1,1,1,Split,0,5,40.719041,-96.376124,Heights,9.6
"4039 Samuel Shoals Suite 652 Masonberg, AK 40209","4039 Samuel Shoals Suite 652 Masonberg, AK 40209", ,0,4039 Samuel Shoals Suite 652,Masonberg,AK,40209,Duplex,0,1,1.47,699,0,0,1,,0,2024,2700,5288,Garage,6,1,1,Split,,1,35.229962,-117.825262,Greens,8.14
"780 Hatfield Point Apt. 333 North Amandaborough, NE 88754","780 Hatfield Point Apt. 333 North Amandaborough, NE 88754", ,,780 Hatfield Point Apt. 333,North Amandaborough,NE,88754,Duplex,,,3.07,675,1,1,1,1,1,2011,1539,1181,Driveway,1,2,1,Ranch,1,4,38.763929,-93.92255,Cliff,9.94
"1234 Reed Mountain Lake Faithfort, HI 68707","1234 Reed Mountain Lake Faithfort, HI 68707",Chicago,1,1234 Reed Mountain,Lake Faithfort,HI,68707,Duplex,1,1,3.03,586,,,0,0,0,1968,569,6249,Garage,4,4,,Ranch,,2,33.687202,-114.790389,Shore,3.04
"085 Cohen Ridges Port Haroldhaven, MA 82655","085 Cohen Ridges Port Haroldhaven, MA 82655",Dallas,,085 Cohen Ridges,Port Haroldhaven,MA,82655,Single Family Home,1,0,3.16,1137,,0,1,,,1958,611,6493,Garage,3,2,1,,0,4,35.363905,-99.814044,Mountains,4.85
"9666 Pierce Brooks Suite 809 Teresastad, PW 14178","9666 Pierce Brooks Suite 809 Teresastad, PW 14178",Atlanta,,9666 Pierce Brooks Suite 809,Teresastad,PW,14178,Single Family Home,0,0,1.2,1476,,,,1,0,1990,1872,8909,Driveway,2,4,0,,1,2,40.649316,-83.82542,Creek,8.04
"36860 Timothy Throughway Nelsonshire, AL 84256","36860 Timothy Throughway Nelsonshire, AL 84256",Dallas,0,36860 Timothy Throughway,Nelsonshire,AL,84256,Townhouse,,1,2.4,1973,,,1,1,1,1952,3259,6087,Street,4,1,,Ranch,,5,37.405774,-90.376345,Loop,4.86
"381 Lisa Pass Rebeccahaven, AL 90114","381 Lisa Pass Rebeccahaven, AL 90114",Tampa,1,381 Lisa Pass,Rebeccahaven,AL,90114,Single Family Home,1,1,1.75,1966,,0,,,1,1989,1923,6631,,4,3,,Colonial,1,3,41.537602,-75.624117,Crossing,3.63
"31390 Jeremy Port Apt. 064 Martinezberg, VA 82621","31390 Jeremy Port Apt. 064 Martinezberg, VA 82621",Atlanta,1,31390 Jeremy Port Apt. 064,Martinezberg,VA,82621,Townhouse,1,1,3.1,1735,1,,,0,0,1997,2836,4939,Driveway,3,3,0,Ranch,,4,34.193272,-106.133589,Plaza,8.3
"17988 Vaughan Pike Lake Pamela, AL 98918","17988 Vaughan Pike Lake Pamela, AL 98918",Dalas,0,17988 Vaughan Pike,Lake Pamela,AL,98918,SFR,0,0,2.35,1482,,,1,1,1,2024,759,6201,Driveway,6,3,1,,,2,34.003785,-115.795765,Heights,5.82
"6833 Taylor Club South Joshua, NJ 02403","6833 Taylor Club South Joshua, NJ 02403",Florida,,6833 Taylor Club,South Joshua,NJ,2403,Townhouse,1,0,1.39,1435,1,1,,0,0,2000,2929,8182,Garage,1,3,,Colonial,,1,36.064651,-74.093341,Common,6.52
"2871 Robles Station East Jenniferfort, MA 74147","2871 Robles Station East Jenniferfort, MA 74147",Florida,0,2871 Robles Station,East Jenniferfort,MA,74147,SFR,,0,2.85,190,1,1,0,,,1974,3009,6935,Street,5,4,1,,1,3,34.541406,-112.871888,Ports,3.63
"40025 Martin Key North Meganshire, PA 12255","40025 Martin Key North Meganshire, PA 12255",Chicgo,,40025 Martin Key,North Meganshire,PA,12255,Single Family Home,,1,2.18,636,,,,0,0,1984,2179,9583,Street,2,3,1,Split,0,1,38.552363,-88.598089,Rapids,7.67
"12324 Melissa Loop New Ricky, MH 41199","12324 Melissa Loop New Ricky, MH 41199",Dallas,,12324 Melissa Loop,New Ricky,MH,41199,SFR,1,0,1.1,816,0,0,0,1,1,2016,1602,6226,Garage,3,1,1,Ranch,0,1,39.497037,-86.944082,Shores,9.05
"40236 John Spring Suite 164 South Manuel, PW 18110","40236 John Spring Suite 164 South Manuel, PW 18110",Tampa,0,40236 John Spring Suite 164,South Manuel,PW,18110,SFR,,1,1.31,806,,,0,,,2020,2400,2083,,6,2,0,Colonial,1,2,41.882544,-82.5427,Mall,7.51
"426 John Lake Floresborough, LA 61846","426 John Lake Floresborough, LA 61846",Chicago,0,426 John Lake,Floresborough,LA,61846,Single Family Home,0,,2.92,1913,0,,0,,1,1965,1596,9315,Garage,6,4,,Colonial,0,4,37.167339,-79.670434,Terrace,6.61
"39737 John Fall West Robertberg, NJ 48587","39737 John Fall West Robertberg, NJ 48587",Tampa,0,39737 John Fall,West Robertberg,NJ,48587,Condo,1,0,2.2,808,1,0,,,,2003,3322,9759,Garage,3,3,1,Ranch,1,2,35.487106,-86.662598,Lodge,3.79
"710 Albert Ways Lake Johnny, PW 55182","710 Albert Ways Lake Johnny, PW 55182",Dallas,1,710 Albert Ways,Lake Johnny,PW,55182,Duplex,0,1,3.43,1244,0,,1,0,1,1971,1489,9175,Garage,4,2,0,Split,0,3,36.369017,-110.481236,Mission,4.29
"822 Margaret Extension Samanthabury, DE 80401","822 Margaret Extension Samanthabury, DE 80401", ,1,822 Margaret Extension,Samanthabury,DE,80401,Duplex,1,,3.39,1573,0,1,0,0,0,2008,1495,6536,Garage,6,2,1,Ranch,0,5,35.50722,-94.733708,Coves,6.24
"891 Jones Grove Suite 725 South Jesus, GA 48566","891 Jones Grove Suite 725 South Jesus, GA 48566",Chicgo,0,891 Jones Grove Suite 725,South Jesus,GA,48566,Condo,,1,1.82,1985,,,,,,1960,2871,1096,Street,6,1,1,Ranch,,5,35.510647,-75.969617,Terrace,4.28
"0285 Griffith Ridges Curtisland, MI 80567","0285 Griffith Ridges Curtisland, MI 80567",Chicago,,0285 Griffith Ridges,Curtisland,MI,80567,Condo,,0,1.79,223,0,0,1,1,0,1975,2405,1967,Driveway,2,1,1,Colonial,1,5,38.748741,-82.443198,Ramp,9.41
"498 Christopher Manor New Juanborough, OH 38252","498 Christopher Manor New Juanborough, OH 38252",Chicago,0,498 Christopher Manor,New Juanborough,OH,38252,Single Family Home,1,1,2.04,1038,,,,,1,2015,1331,9989,,2,2,,,0,2,36.133436,-97.752446,Parkway,9.3
"51531 Regina Heights Port Susan, TX 21751","51531 Regina Heights Port Susan, TX 21751",Dalas,1,51531 Regina Heights,Port Susan,TX,21751,Townhouse,,1,2.17,218,1,,0,1,,1979,3234,2051,Street,5,3,0,Ranch,,5,34.334989,-74.609785,Highway,5.32
"37591 Bartlett Stream Apt. 842 Staceyfurt, MT 42057","37591 Bartlett Stream Apt. 842 Staceyfurt, MT 42057",Chicago,,37591 Bartlett Stream Apt. 842,Staceyfurt,MT,42057,Duplex,0,1,3.4,422,0,,,0,0,1951,743,5939,Street,6,3,1,Split,0,5,39.394114,-114.034666,Walks,5.87
"975 Nancy Landing Apt. 261 Brandonchester, AZ 83335","975 Nancy Landing Apt. 261 Brandonchester, AZ 83335",Chicago,0,975 Nancy Landing Apt. 261,Brandonchester,AZ,83335,SFR,,1,2.03,313,1,,1,0,1,1954,3084,6347,Driveway,1,3,0,Colonial,1,3,41.755195,-75.547043,Springs,3.15
"5691 Glenn Mission South Samuel, NY 62821","5691 Glenn Mission South Samuel, NY 62821",Atlanta,,5691 Glenn Mission,South Samuel,NY,62821,Duplex,,0,1.34,1269,0,,,,,1968,2711,3180,Driveway,4,3,,,0,5,40.734582,-79.297759,Loop,3.13
"96753 Barnes Ville Apt. 145 Lake David, UT 93744","96753 Barnes Ville Apt. 145 Lake David, UT 93744",Dallas,0,96753 Barnes Ville Apt. 145,Lake David,UT,93744,Single Family Home,,0,1.96,1238,0,1,,0,0,2005,1826,4616,Driveway,4,2,,Ranch,,2,40.654666,-98.545318,Unions,7.16
"993 Bennett Meadows East Crystal, AZ 15384","993 Bennett Meadows East Crystal, AZ 15384",Tampa,0,993 Bennett Meadows,East Crystal,AZ,15384,SFR,,,1.54,844,,0,,1,,2021,3318,2721,Garage,5,3,0,Colonial,0,1,35.160918,-91.853975,Crossing,5.22
"3193 Justin Village Beasleyberg, MA 63674","3193 Justin Village Beasleyberg, MA 63674",Dallas,,3193 Justin Village,Beasleyberg,MA,63674,Condo,,0,2.9,526,0,0,0,,0,1950,2688,9761,Garage,5,2,1,Split,1,2,33.243213,-112.296331,Heights,5.34
"233 Doyle Forks Suite 929 New Douglasport, MT 81461","233 Doyle Forks Suite 929 New Douglasport, MT 81461",Tampa,1,233 Doyle Forks Suite 929,New Douglasport,MT,81461,Single Family Home,,,2.01,1459,1,,,,1,1985,2917,4998,Street,4,2,,Colonial,,2,35.189024,-74.052731,Springs,9.46
"4889 Taylor Brook Suite 369 New Christopherfort, WY 78012","4889 Taylor Brook Suite 369 New Christopherfort, WY 78012",Tampa,0,4889 Taylor Brook Suite 369,New Christopherfort,WY,78012,Single Family Home,,,3.41,69,1,0,0,1,0,2007,2020,5326,Driveway,6,4,,Colonial,0,4,38.749356,-76.191143,Radial,6.42
"907 Miller Estates Angelabury, AZ 82173","907 Miller Estates Angelabury, AZ 82173",Atlanta,1,907 Miller Estates,Angelabury,AZ,82173,Duplex,1,,2.93,719,1,,,0,0,1959,2973,3829,Street,2,2,,,1,5,38.65775,-78.683321,Motorway,5.88
"061 Keith Neck North Gordonberg, NY 26418","061 Keith Neck North Gordonberg, NY 26418",Florida,,061 Keith Neck,North Gordonberg,NY,26418,Condo,1,0,2.71,1133,,1,1,1,0,2003,3155,1778,Garage,1,2,0,Split,1,2,34.035383,-79.5303,Stravenue,4.11
"5507 Brad Hill Suite 428 Lake Autumnbury, WY 28241","5507 Brad Hill Suite 428 Lake Autumnbury, WY 28241",Dalas,0,5507 Brad Hill Suite 428,Lake Autumnbury,WY,28241,Townhouse,0,1,2.33,1976,1,1,,1,,2003,1245,4671,Garage,6,3,0,Colonial,,4,35.260425,-92.729008,Shoal,8.23
"55023 Moran Stravenue Elizabethhaven, MI 80151","55023 Moran Stravenue Elizabethhaven, MI 80151",Dalas,,55023 Moran Stravenue,Elizabethhaven,MI,80151,Duplex,1,1,1.13,905,,0,1,0,,1986,2785,4385,Driveway,5,3,,Colonial,1,4,40.175782,-92.926824,Valleys,9.11
"03429 Marshall Tunnel Suite 843 New Christopher, TX 26324","03429 Marshall Tunnel Suite 843 New Christopher, TX 26324", ,,03429 Marshall Tunnel Suite 843,New Christopher,TX,26324,SFR,,0,1.17,1674,,0,0,1,,1956,1045,8388,Street,1,4,,Colonial,,4,39.451133,-81.694445,Plaza,4.36
"49755 Jenkins Mountains Apt. 860 North Victor, FM 78492","49755 Jenkins Mountains Apt. 860 North Victor, FM 78492",Tampa,,49755 Jenkins Mountains Apt. 860,North Victor,FM,78492,Duplex,0,0,1.72,1614,,,0,,1,1979,2451,2839,Street,2,4,1,Ranch,0,5,36.39942,-76.081709,Village,6.55
"454 Corey Key Lisamouth, CA 20814","454 Corey Key Lisamouth, CA 20814",Chicago,0,454 Corey Key,Lisamouth,CA,20814,Single Family Home,,1,2.44,501,0,1,1,1,,1977,2705,5617,Driveway,6,3,0,Colonial,0,3,34.712988,-90.150905,Trace,5.53
"95625 Spears Falls Apt. 554 New Susanmouth, VA 22030","95625 Spears Falls Apt. 554 New Susanmouth, VA 22030",Florida,0,95625 Spears Falls Apt. 554,New Susanmouth,VA,22030,Duplex,0,1,2.09,1301,1,,,,,2005,1905,8335,Garage,3,3,1,Colonial,0,4,36.681742,-115.634312,Fort,6.2
"879 Tammy Route Apt. 105 East Samuel, IA 31009","879 Tammy Route Apt. 105 East Samuel, IA 31009",Dalas,,879 Tammy Route Apt. 105,East Samuel,IA,31009,SFR,,0,1.85,461,0,1,0,0,0,1989,2586,1736,Street,2,1,0,Colonial,,4,35.697942,-116.280905,Loaf,8.33
"588 Cohen Throughway Apt. 285 Josefurt, GA 40447","588 Cohen Throughway Apt. 285 Josefurt, GA 40447",Florida,,588 Cohen Throughway Apt. 285,Josefurt,GA,40447,Duplex,,0,2.3,1915,0,1,1,1,1,1961,2447,3221,Driveway,3,2,0,Colonial,0,3,33.87443,-77.805686,Mews,5.7
"2154 Gomez Square Suite 633 Jamesfurt, PW 46903","2154 Gomez Square Suite 633 Jamesfurt, PW 46903",Chicgo,0,2154 Gomez Square Suite 633,Jamesfurt,PW,46903,Duplex,1,0,2.75,284,,,0,0,0,1989,705,9829,Driveway,4,4,,Split,1,1,38.897475,-80.132112,Motorway,9.58
"320 Ross Locks Apt. 811 Feliciaton, TN 35100","320 Ross Locks Apt. 811 Feliciaton, TN 35100",Dalas,0,320 Ross Locks Apt. 811,Feliciaton,TN,35100,Condo,1,1,1.61,1679,1,0,1,1,,2023,2652,3954,Garage,5,2,,Ranch,,2,34.380626,-108.280602,Unions,7.84
"00811 Odom Creek Howardland, NC 80814","00811 Odom Creek Howardland, NC 80814",Florida,1,00811 Odom Creek,Howardland,NC,80814,Single Family Home,1,0,1.08,1864,1,1,,1,0,2003,2441,5289,Street,6,3,,Split,,5,36.716614,-74.317947,Square,5.67
"2027 Thomas Forest West Jackieport, CT 14967","2027 Thomas Forest West Jackieport, CT 14967",Dalas,,2027 Thomas Forest,West Jackieport,CT,14967,Duplex,0,1,2.08,1246,,,1,1,0,2014,2506,3316,Street,2,4,,Ranch,0,4,41.971791,-94.594215,Point,7.02
"321 Buck Parks South Heather, NE 70072","321 Buck Parks South Heather, NE 70072",Chicago,1,321 Buck Parks,South Heather,NE,70072,Townhouse,,0,3.46,997,,,0,,,1982,2955,4663,Street,1,4,1,Split,0,1,39.699491,-92.626415,View,5.78
"19583 Carter Fork South Lauraville, TN 18701","19583 Carter Fork South Lauraville, TN 18701",Florida,,19583 Carter Fork,South Lauraville,TN,18701,Condo,0,1,2.77,1167,0,1,,0,1,2010,3335,9322,Street,2,4,,Ranch,,2,38.97863,-112.503,Springs,9.54
