Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer
Accepted Offer,Cancelled,Auction.com,,3.85,18.93,,No,Jason Miller
Reviewed,Available,Opendoor,Yes,9.01,10.48,,No,Luis Garcia
Reviewed,Kick,MLS,Yes,8.03,12.58,Downsizing,No,David Thompson
Accepted Offer,Null,MLS,Yes,11.45,5.96,Job Transfer,No,Samantha Pierce
Null,Pending,M L S,No,11.88,7.72,,,Samantha Pierce
 ,Closed,M L S,No,8.41,15.43,Downsizing,,Sophia Williams
Offered,Null,Internal,Yes,7.11,18.23,Investor Sale,No,Jessica Lin
Null,Close,Auction.com,No,10.61,15.7,,Yes,Samantha Pierce
Accepted Offer,Always Kick,MLS,Yes,11.61,12.41,Downsizing,,David Thompson
Cancelled,Cancelled,Auction.com,Yes,8.96,5.06,Job Transfer,,Priya Sharma
New,Close,MLS,No,9.98,10.83,,No,Emily Patel
Cancelled,Always Kick,Internal,No,10.8,19.72,Downsizing,No,Samantha Pierce
Closed,Close,MLS,,10.84,14.66,,,Priya Sharma
Reviewed,Pend,Opendoor,,6.32,15.83,,,Jessica Lin
Closed,Kick,Broker,Yes,3.13,10.11,Downsizing,Yes,Michael Chen
Accepted Offer,Close,Bulk,Yes,4.79,18.61,,No,Samantha Pierce
Null,Kick,Broker,No,7.05,5.08,,Yes,Sophia Williams
 ,Pend,MLS,No,11.17,17.7,Job Transfer,No,Michael Chen
Closed, ,MLS,,3.19,7.31,,Yes,Sophia Williams
Null,Null,Opendoor,,6.74,16.57,Job Transfer,Yes,Luis Garcia
Accepted Offer,Null,Auction.com,,3.23,10.65,Downsizing,No,Samantha Pierce
Closed,Always Kick,MLS,Yes,5.51,16.67,Job Transfer,,Sophia Williams
Accepted Offer,Close,M L S,No,9.27,6.83,Downsizing,,Michael Chen
Reviewed,Always Kick,Opendoor,No,7.84,15.09,Investor Sale,,Sophia Williams
Offered,Null,MLS,,9.72,9.06,Investor Sale,No,Luis Garcia
Accepted Offer,Available,Bulk,Yes,11.92,5.01,Investor Sale,No,Jason Miller
 ,Cancelled,Broker,No,10.14,16.97,Job Transfer,No,Priya Sharma
Accepted Offer,Close,MLS,,10.68,19.81,,Yes,Emily Patel
Reviewed,Cancelled,Auction.com,,6.97,18.23,Job Transfer,No,Emily Patel
Cancelled,Null,Internal,Yes,5.22,19.83,Investor Sale,,Emily Patel
Accepted Offer,Pend,MLS,,10.52,5.48,,Yes,Sophia Williams
Cancelled,Kick,Bulk,,5.15,16.31,Job Transfer,Yes,Samantha Pierce
Reviewed, ,Internal,Yes,7.02,19.42,,Yes,Priya Sharma
Cancelled,Closed,Opendoor,Yes,11.31,12.23,Job Transfer,No,David Thompson
Reviewed, ,Bulk,Yes,6.32,18.58,Investor Sale,Yes,Jason Miller
Reviewed,Pend,Broker,,11.55,18.05,Investor Sale,No,Priya Sharma
Null,Available,M L S,No,8.92,19.25,Investor Sale,Yes,Emily Patel
Closed,Null,MLS,,6.47,12.55,Downsizing,,Luis Garcia
Reviewed,Pending,MLS,,5.49,15.9,,No,Sophia Williams
Reviewed, ,Internal,Yes,4.3,14.79,,No,Jessica Lin
New,Kick,MLS,,10.02,7.9,Investor Sale,Yes,Priya Sharma
New,Available,Auction.com,Yes,3.75,19.62,Downsizing,,Amit Kumar
Null,Close,Opendoor,No,4.91,7.85,Downsizing,,Michael Chen
Cancelled,Kick,Auction.com,,10.04,10.14,,No,Priya Sharma
Cancelled,Pending,MLS,No,10.61,13.63,Job Transfer,Yes,Sophia Williams
Null,Pend,MLS,,11.96,9.23,Investor Sale,Yes,Sophia Williams
Reviewed,Pend,Auction.com,Yes,6.45,10.38,,Yes,Jessica Lin
Accepted Offer, ,M L S,,6.26,11.04,Job Transfer,,Sophia Williams
Closed, ,Auction.com,No,6.0,19.59,Downsizing,,Sophia Williams
Closed,Closed,MLS,Yes,9.14,18.86,Downsizing,,Luis Garcia
Accepted Offer,Null,Bulk,Yes,8.52,5.42,Downsizing,No,Michael Chen
Null,Close,MLS,No,9.38,10.62,,Yes,Priya Sharma
Accepted Offer,Available,Opendoor,Yes,10.41,13.2,Investor Sale,,Sophia Williams
Accepted Offer,Null,MLS,Yes,11.62,10.87,Downsizing,No,Sophia Williams
Accepted Offer,Kick,MLS,,8.71,16.31,Investor Sale,,Emily Patel
Accepted Offer,Pend,Broker,No,4.06,19.9,Investor Sale,,Sophia Williams
Offered,Pend,Bulk,No,10.01,19.11,,No,Jason Miller
Offered, ,Opendoor,No,10.44,8.88,Investor Sale,Yes,Jason Miller
Reviewed,Kick,Bulk,No,9.24,6.25,Job Transfer,,David Thompson
Reviewed,Pending,Broker,No,10.76,8.78,Job Transfer,No,Sophia Williams
Reviewed,Cancelled,Opendoor,,8.78,6.61,,Yes,Priya Sharma
New,Pending,MLS,No,5.6,11.59,,Yes,Luis Garcia
Cancelled,Kick,Opendoor,No,5.98,14.96,Job Transfer,No,Michael Chen
Cancelled,Closed,Auction.com,,7.93,5.05,Investor Sale,Yes,Amit Kumar
Reviewed,Null,MLS,Yes,4.38,5.35,Investor Sale,Yes,Jessica Lin
 ,Available,MLS,,3.82,18.36,Investor Sale,Yes,Jason Miller
Closed,Pending,Bulk,,9.74,11.49,Job Transfer,,Priya Sharma
New,Close,Opendoor,,8.93,15.94,,No,Priya Sharma
Null,Pending,M L S,No,10.51,5.55,,,David Thompson
 ,Pending,MLS,Yes,4.26,7.05,Job Transfer,No,Sophia Williams
Offered,Cancelled,Auction.com,Yes,7.77,11.47,Downsizing,,Jessica Lin
Cancelled,Kick,MLS,,3.1,5.97,Downsizing,No,Amit Kumar
 ,Cancelled,Auction.com,No,9.35,16.18,,No,Priya Sharma
 ,Closed,MLS,No,8.8,18.21,Downsizing,Yes,Samantha Pierce
 ,Cancelled,Internal,No,7.23,12.9,,,Samantha Pierce
Offered,Cancelled,M L S,No,9.28,10.05,,,Jessica Lin
Reviewed,Kick,Auction.com,,6.71,14.43,Investor Sale,Yes,Samantha Pierce
 , ,MLS,No,4.65,8.04,Job Transfer,No,David Thompson
Cancelled,Close,Broker,Yes,9.05,14.0,Investor Sale,Yes,Michael Chen
New,Null,Bulk,,8.18,13.68,Downsizing,Yes,Luis Garcia
Closed,Close,M L S,Yes,5.52,10.88,Downsizing,No,Luis Garcia
Reviewed,Always Kick,M L S,Yes,6.66,11.08,Downsizing,,David Thompson
New,Always Kick,Broker,Yes,3.99,14.62,Job Transfer,No,Michael Chen
Accepted Offer,Pend,MLS,,3.17,13.09,Investor Sale,No,Michael Chen
Offered, ,Auction.com,No,11.59,9.37,Investor Sale,Yes,Michael Chen
Closed,Null,M L S,No,3.32,12.24,Job Transfer,No,Emily Patel
Null,Close,Bulk,,3.33,19.53,Job Transfer,Yes,Michael Chen
 ,Pend,M L S,Yes,8.77,14.52,,,Luis Garcia
Cancelled,Pending,Bulk,,8.22,13.13,,,David Thompson
Accepted Offer,Kick,MLS,Yes,10.86,10.84,Investor Sale,No,Emily Patel
New,Kick,MLS,,11.72,10.15,Investor Sale,No,Sophia Williams
 ,Cancelled,Internal,,10.38,6.66,,Yes,Michael Chen
Reviewed,Null,Opendoor,,6.28,8.04,Job Transfer,No,Amit Kumar
Offered,Available,Broker,No,5.44,11.19,Investor Sale,Yes,Jessica Lin
 , ,Auction.com,No,7.52,18.14,Downsizing,,Priya Sharma
Accepted Offer,Available,MLS,No,5.78,9.81,Job Transfer,No,Emily Patel
 ,Pend,Opendoor,,8.77,18.06,Job Transfer,No,Samantha Pierce
Accepted Offer,Always Kick,Broker,Yes,8.83,9.71,Downsizing,,David Thompson
Offered,Pend,Opendoor,Yes,3.95,12.67,Job Transfer,Yes,Samantha Pierce
 ,Pending,M L S,Yes,7.1,8.34,Job Transfer,No,David Thompson
 ,Available,Internal,Yes,8.2,16.41,,No,Emily Patel
Offered,Pending,Auction.com,Yes,5.3,13.36,,Yes,Luis Garcia
Closed,Always Kick,M L S,Yes,5.9,13.03,Downsizing,Yes,Jason Miller
New, ,Broker,Yes,11.93,5.01,,,Sophia Williams
Cancelled,Available,Auction.com,Yes,7.97,11.21,Downsizing,Yes,Priya Sharma
Cancelled,Closed,Opendoor,No,9.51,16.64,,,Amit Kumar
Null,Always Kick,M L S,Yes,7.09,9.78,Investor Sale,,Jessica Lin
Null,Pend,Bulk,,4.46,9.9,Job Transfer,,Emily Patel
Reviewed,Cancelled,Auction.com,No,10.05,14.64,Job Transfer,No,Samantha Pierce
Closed,Pending,Internal,No,5.14,6.32,,Yes,Priya Sharma
New, ,Bulk,Yes,4.4,14.17,Downsizing,,Michael Chen
Accepted Offer,Null,Internal,Yes,4.57,13.63,,No,Samantha Pierce
Cancelled,Null,MLS,,8.76,12.61,Job Transfer,,David Thompson
 ,Cancelled,MLS,No,4.62,14.49,Downsizing,No,Priya Sharma
 ,Closed,Opendoor,No,6.07,18.52,,,Samantha Pierce
Offered,Always Kick,Broker,No,11.19,8.53,Downsizing,,Sophia Williams
Reviewed,Pending,MLS,No,6.01,13.57,Downsizing,No,Samantha Pierce
Closed,Null,MLS,,4.48,19.83,Downsizing,No,Sophia Williams
Offered,Closed,Opendoor,Yes,10.24,17.83,Investor Sale,,Luis Garcia
Reviewed,Closed,MLS,Yes,8.58,18.95,Investor Sale,,Luis Garcia
Reviewed,Cancelled,M L S,,8.32,5.51,Investor Sale,No,Luis Garcia
New,Closed,Opendoor,No,7.95,10.55,Downsizing,No,Amit Kumar
 ,Pend,Internal,Yes,8.87,6.24,,Yes,Priya Sharma
 ,Null,MLS,Yes,9.24,6.86,Investor Sale,,Luis Garcia
Null, ,MLS,No,6.69,14.01,,No,Emily Patel
Offered,Pend,Internal,Yes,3.01,12.52,Downsizing,,David Thompson
Null,Pending,MLS,,6.92,17.05,Downsizing,,Luis Garcia
New,Null,Broker,No,3.49,11.95,,,Jessica Lin
Accepted Offer,Available,Internal,Yes,6.26,12.05,,,Priya Sharma
Reviewed,Cancelled,M L S,Yes,7.27,12.92,Job Transfer,,Jessica Lin
Offered,Available,Internal,,7.67,5.35,Downsizing,No,Michael Chen
Cancelled,Pend,MLS,No,6.7,5.55,,No,Sophia Williams
Null,Always Kick,M L S,Yes,6.21,16.11,Downsizing,No,Samantha Pierce
Cancelled,Closed,Internal,No,8.0,14.14,Downsizing,Yes,Samantha Pierce
Closed,Available,M L S,,7.82,11.83,Job Transfer,No,David Thompson
Accepted Offer,Null,Opendoor,No,8.55,19.44,Investor Sale,,Amit Kumar
New,Closed,Broker,Yes,3.05,17.84,Investor Sale,No,Jessica Lin
Closed,Closed,M L S,,7.39,16.05,Downsizing,Yes,Michael Chen
Cancelled,Null,M L S,No,6.17,7.58,,,Sophia Williams
Reviewed,Available,MLS,Yes,6.51,5.69,,No,Jessica Lin
Cancelled,Always Kick,Internal,,4.43,18.74,Investor Sale,No,Amit Kumar
Null,Close,Broker,,9.64,16.62,Downsizing,Yes,Michael Chen
 ,Always Kick,Auction.com,No,8.97,7.32,Job Transfer,Yes,Jason Miller
Reviewed,Available,MLS,Yes,4.7,12.36,,,David Thompson
Offered,Null,M L S,No,3.49,14.31,,,Luis Garcia
Accepted Offer,Null,MLS,Yes,5.66,8.33,Investor Sale,No,Priya Sharma
Null,Closed,Internal,,10.35,8.48,Downsizing,,Jason Miller
Cancelled,Available,Bulk,Yes,7.4,12.71,,No,Luis Garcia
Reviewed,Kick,Auction.com,No,7.36,16.84,Investor Sale,,Samantha Pierce
Closed,Always Kick,M L S,Yes,5.72,11.35,Investor Sale,,Jessica Lin
Null, ,MLS,,11.58,12.59,Investor Sale,,Michael Chen
 ,Kick,MLS,,7.52,6.55,Investor Sale,Yes,David Thompson
Accepted Offer,Cancelled,Internal,No,11.63,7.99,Downsizing,No,Michael Chen
 ,Closed,Auction.com,Yes,10.6,9.45,Investor Sale,Yes,Samantha Pierce
 ,Kick,Auction.com,Yes,11.98,18.89,,,Sophia Williams
Accepted Offer, ,M L S,,5.78,9.53,,,Michael Chen
Reviewed,Cancelled,Opendoor,,11.61,9.31,,Yes,Amit Kumar
 ,Always Kick,Internal,No,10.21,16.87,Downsizing,No,Priya Sharma
Reviewed,Pending,Bulk,Yes,8.91,11.73,Job Transfer,Yes,Samantha Pierce
Accepted Offer,Available,Auction.com,No,9.23,15.24,Downsizing,,David Thompson
Cancelled,Closed,M L S,,10.7,5.81,Downsizing,Yes,David Thompson
Null,Close,Auction.com,,5.48,5.67,Downsizing,,Jason Miller
Closed,Closed,Opendoor,,10.74,12.48,,Yes,Jessica Lin
Reviewed, ,Auction.com,Yes,3.23,11.9,,,Samantha Pierce
 , ,Broker,Yes,5.83,17.53,Investor Sale,Yes,Jason Miller
 ,Closed,MLS,No,3.51,9.94,Downsizing,,Jason Miller
Offered,Pend,M L S,,4.02,9.83,Investor Sale,,Amit Kumar
Closed, ,Bulk,No,10.29,5.9,Investor Sale,No,Michael Chen
Closed,Null,Internal,Yes,11.26,19.44,Investor Sale,,Michael Chen
Null,Cancelled,Internal,No,8.96,8.03,Job Transfer,,Priya Sharma
Accepted Offer,Close,Opendoor,Yes,8.05,10.64,Downsizing,No,Michael Chen
Offered,Closed,Bulk,No,4.71,18.95,Job Transfer,,Sophia Williams
Closed,Cancelled,Auction.com,,11.6,6.01,Job Transfer,Yes,Luis Garcia
Accepted Offer,Kick,Auction.com,No,10.17,6.58,Downsizing,Yes,Amit Kumar
Null,Cancelled,M L S,,8.5,18.4,Job Transfer,Yes,David Thompson
New,Pending,Opendoor,,3.28,11.53,Job Transfer,No,Luis Garcia
Reviewed,Close,Auction.com,No,11.42,7.54,Job Transfer,,Amit Kumar
Reviewed,Closed,Opendoor,,8.94,13.39,,,Amit Kumar
Cancelled,Null,MLS,,5.98,15.82,Investor Sale,No,Amit Kumar
New,Null,Broker,,5.42,5.22,Downsizing,,Emily Patel
Accepted Offer,Kick,M L S,No,9.29,13.86,Downsizing,No,Samantha Pierce
Reviewed,Close,Broker,Yes,10.6,14.1,Job Transfer,Yes,Luis Garcia
New,Kick,MLS,,10.96,14.52,Job Transfer,Yes,Luis Garcia
Accepted Offer,Close,Bulk,,5.08,10.17,,Yes,Sophia Williams
Reviewed,Cancelled,Broker,,5.39,19.33,,Yes,Jason Miller
Offered,Closed,Broker,No,9.98,11.5,Investor Sale,No,Michael Chen
Reviewed,Cancelled,Internal,No,9.76,15.46,Downsizing,No,Priya Sharma
 ,Cancelled,Auction.com,,9.91,10.62,Downsizing,Yes,Priya Sharma
Null,Pend,Bulk,,5.39,13.61,Job Transfer,,Jessica Lin
Accepted Offer,Close,MLS,Yes,3.49,11.8,Investor Sale,No,Samantha Pierce
 ,Pend,MLS,Yes,8.41,18.43,Investor Sale,Yes,Jessica Lin
New,Available,M L S,Yes,8.07,17.63,Job Transfer,No,Michael Chen
Accepted Offer,Kick,Opendoor,Yes,11.64,19.98,Job Transfer,,Amit Kumar
 ,Pending,Broker,No,11.99,16.43,Downsizing,No,Priya Sharma
Offered,Null,MLS,No,3.75,11.2,Job Transfer,Yes,David Thompson
Null,Always Kick,Internal,,6.64,5.06,Downsizing,Yes,Luis Garcia
Closed,Kick,Internal,,5.4,15.5,Downsizing,,Samantha Pierce
Closed,Always Kick,Opendoor,Yes,9.41,18.21,Downsizing,Yes,Luis Garcia
Null,Always Kick,Bulk,,8.4,7.2,Downsizing,No,Emily Patel
Reviewed,Closed,Broker,Yes,8.15,12.69,Job Transfer,,Jessica Lin
Closed,Kick,Internal,Yes,7.16,7.38,Downsizing,Yes,Jason Miller
Closed,Available,Broker,No,4.32,18.45,,No,Emily Patel
Accepted Offer,Closed,Bulk,No,3.14,19.8,Downsizing,No,Emily Patel
Null,Always Kick,Internal,Yes,11.71,18.96,Job Transfer,,Priya Sharma
Null,Pend,Internal,Yes,6.07,11.61,Job Transfer,No,Amit Kumar
Offered,Available,MLS,Yes,5.27,16.34,,Yes,Jason Miller
Accepted Offer,Kick,Broker,,5.94,13.15,Downsizing,,Sophia Williams
 ,Available,Opendoor,,8.05,18.19,Downsizing,No,Jason Miller
Reviewed,Available,M L S,,3.19,7.74,Downsizing,Yes,Luis Garcia
New,Kick,MLS,,8.41,15.72,,,Sophia Williams
Offered,Closed,Internal,Yes,3.4,17.35,,Yes,Amit Kumar
 ,Cancelled,Bulk,No,9.76,12.2,Investor Sale,Yes,Jason Miller
Cancelled,Available,Internal,,3.62,10.71,Job Transfer,Yes,Amit Kumar
Closed,Closed,Opendoor,,5.09,19.1,Investor Sale,No,Michael Chen
Null,Always Kick,Internal,Yes,5.51,5.49,Downsizing,No,Emily Patel
Cancelled,Kick,MLS,Yes,10.7,11.32,,No,Priya Sharma
Accepted Offer,Available,M L S,,9.76,13.85,Investor Sale,,Jessica Lin
Cancelled,Pend,Auction.com,Yes,9.53,15.67,,Yes,David Thompson
New,Always Kick,Bulk,Yes,8.04,5.03,,,Jessica Lin
Closed,Cancelled,Opendoor,Yes,8.09,7.18,Downsizing,No,Jason Miller
Cancelled,Pend,MLS,,9.09,13.59,Job Transfer,,Samantha Pierce
Accepted Offer,Pending,MLS,,3.71,9.96,,Yes,Michael Chen
Null,Null,MLS,No,5.12,8.65,Downsizing,,Jessica Lin
 , ,Internal,Yes,10.65,14.18,,,Sophia Williams
Null,Kick,Broker,No,11.24,16.24,Job Transfer,Yes,Priya Sharma
Accepted Offer,Always Kick,Broker,Yes,5.1,19.8,Job Transfer,,Samantha Pierce
Cancelled,Close,Bulk,No,10.84,15.21,Downsizing,,Luis Garcia
New,Kick,Opendoor,No,9.24,7.25,Job Transfer,Yes,Luis Garcia
Offered,Closed,Bulk,,4.12,19.64,Job Transfer,No,Jason Miller
Null,Closed,MLS,Yes,3.52,8.1,,No,Jessica Lin
Null,Pending,Auction.com,,10.03,16.31,,No,David Thompson
 ,Pend,Bulk,Yes,9.97,15.96,Job Transfer,,Jason Miller
New,Pending,Internal,,8.08,7.32,,No,Priya Sharma
New,Closed,MLS,No,5.75,11.6,,Yes,Jason Miller
Cancelled,Pending,Auction.com,No,5.79,5.15,,Yes,Luis Garcia
Null,Closed,MLS,,7.19,12.33,Job Transfer,Yes,Amit Kumar
New,Close,MLS,,8.79,14.66,Investor Sale,No,Amit Kumar
 ,Available,Opendoor,Yes,10.23,15.43,Investor Sale,,Samantha Pierce
Accepted Offer, ,Opendoor,Yes,8.43,18.23,,No,Jessica Lin
Cancelled,Close,Opendoor,,10.21,8.66,Downsizing,No,David Thompson
Null,Available,M L S,No,7.51,8.44,Investor Sale,,Jason Miller
Closed,Close,Auction.com,,3.4,15.92,Job Transfer,No,Priya Sharma
Reviewed,Pending,Bulk,,4.51,16.51,Downsizing,Yes,Amit Kumar
New, ,Bulk,No,10.27,18.3,Investor Sale,Yes,Emily Patel
Closed,Closed,Bulk,No,4.67,6.3,Job Transfer,No,Michael Chen
 ,Cancelled,Broker,Yes,4.91,9.01,,,Luis Garcia
Cancelled,Pending,Opendoor,,3.26,9.63,Job Transfer,,Samantha Pierce
Cancelled,Close,Broker,Yes,7.03,11.12,Job Transfer,No,David Thompson
Closed,Closed,Bulk,No,3.32,5.44,Job Transfer,No,Luis Garcia
Reviewed,Pend,MLS,No,10.39,14.36,Downsizing,Yes,David Thompson
Offered,Kick,Broker,,7.76,10.95,Job Transfer,Yes,Samantha Pierce
Accepted Offer,Cancelled,MLS,No,3.09,19.15,Downsizing,Yes,David Thompson
New,Cancelled,Broker,Yes,5.43,15.02,Investor Sale,,Jason Miller
New,Cancelled,Bulk,No,10.47,11.57,Investor Sale,Yes,Sophia Williams
 ,Always Kick,Auction.com,Yes,10.23,19.64,Investor Sale,,Michael Chen
Accepted Offer,Close,M L S,Yes,7.38,17.67,Downsizing,,Priya Sharma
Reviewed,Pend,Bulk,Yes,11.8,16.2,Downsizing,Yes,Michael Chen
Closed,Close,Internal,,6.83,13.08,Downsizing,Yes,Luis Garcia
Null,Always Kick,MLS,Yes,4.61,18.4,,,Amit Kumar
New,Available,MLS,No,4.78,18.62,Downsizing,No,Samantha Pierce
 ,Always Kick,M L S,Yes,10.94,17.11,Job Transfer,Yes,Priya Sharma
Cancelled,Pending,MLS,No,4.35,19.55,,No,David Thompson
Offered,Kick,MLS,Yes,11.5,11.86,Investor Sale,No,Luis Garcia
Cancelled,Close,M L S,Yes,11.7,6.69,,No,Michael Chen
Reviewed,Pending,MLS,,8.96,7.56,Job Transfer,No,David Thompson
 ,Cancelled,MLS,No,4.79,10.86,Downsizing,Yes,Sophia Williams
Offered,Pending,M L S,No,3.63,13.18,,No,Priya Sharma
Accepted Offer,Available,Internal,,8.52,13.2,,No,Samantha Pierce
Offered, ,Broker,No,8.18,10.75,Investor Sale,Yes,Michael Chen
Closed,Pending,Broker,No,3.42,10.32,Job Transfer,,Priya Sharma
 ,Available,MLS,No,7.26,6.22,,,Luis Garcia
Reviewed,Always Kick,Internal,,8.3,19.48,Investor Sale,Yes,Luis Garcia
Reviewed,Null,MLS,,3.37,14.51,Downsizing,No,Sophia Williams
Offered,Pend,Internal,,4.7,11.03,Investor Sale,Yes,David Thompson
 ,Closed,Bulk,No,11.33,10.2,Job Transfer,No,Sophia Williams
Null,Available,Broker,No,5.51,12.79,,,Luis Garcia
Reviewed,Kick,MLS,Yes,3.15,6.16,,,Priya Sharma
 ,Available,Internal,,11.72,17.87,,No,Luis Garcia
Null,Pend,Bulk,,3.98,10.12,Investor Sale,No,Priya Sharma
 ,Close,Bulk,,3.95,16.19,,Yes,Priya Sharma
New, ,MLS,,3.34,6.66,Job Transfer,,Michael Chen
New,Kick,Opendoor,No,9.1,10.47,Job Transfer,Yes,David Thompson
Null,Cancelled,M L S,,6.67,8.98,Downsizing,No,Jessica Lin
Offered,Closed,MLS,,5.79,14.15,Job Transfer,,Samantha Pierce
Offered,Closed,Bulk,,9.36,19.45,Job Transfer,No,Samantha Pierce
Offered,Available,MLS,Yes,6.44,18.48,Downsizing,,Emily Patel
New,Always Kick,Bulk,No,4.63,10.53,Job Transfer,,David Thompson
New, ,MLS,,7.86,13.12,,,Jason Miller
Accepted Offer,Null,Auction.com,No,7.24,11.87,Job Transfer,No,Luis Garcia
Reviewed,Null,M L S,,11.36,8.47,Downsizing,No,David Thompson
 ,Cancelled,M L S,Yes,11.57,10.52,Investor Sale,,David Thompson
Cancelled,Pend,Auction.com,Yes,6.43,12.54,Downsizing,,Priya Sharma
Accepted Offer,Closed,Internal,Yes,11.92,19.72,,,Priya Sharma
Closed,Closed,Opendoor,Yes,10.69,10.92,Investor Sale,No,Jessica Lin
 ,Pending,Auction.com,No,7.42,10.76,Job Transfer,Yes,Sophia Williams
New,Always Kick,Internal,No,5.29,17.19,Downsizing,No,Amit Kumar
Null,Cancelled,MLS,No,4.89,13.17,,,Amit Kumar
New,Always Kick,Bulk,Yes,11.99,11.47,Downsizing,Yes,Jason Miller
Closed,Always Kick,Opendoor,No,6.96,19.22,,No,Emily Patel
Closed,Pending,Opendoor,No,10.42,12.96,Downsizing,,Amit Kumar
Accepted Offer,Null,Internal,Yes,4.37,18.89,Downsizing,Yes,Luis Garcia
 ,Pend,Internal,Yes,3.72,12.47,,,Priya Sharma
New,Closed,Auction.com,Yes,7.06,14.36,Job Transfer,Yes,Priya Sharma
New,Null,M L S,No,6.93,14.67,Investor Sale,Yes,Samantha Pierce
New,Pend,MLS,Yes,9.35,15.57,,Yes,Amit Kumar
New,Pending,MLS,Yes,7.53,9.82,Job Transfer,,David Thompson
Closed,Closed,M L S,,5.97,19.23,Downsizing,No,Amit Kumar
Cancelled,Closed,MLS,Yes,11.73,9.26,Investor Sale,No,Samantha Pierce
New,Available,Broker,No,5.38,10.82,Job Transfer,,Emily Patel
New,Always Kick,MLS,,3.42,8.4,,,Jessica Lin
Closed,Close,Opendoor,Yes,7.02,14.13,Job Transfer,Yes,Sophia Williams
Reviewed,Available,M L S,No,6.22,7.09,,Yes,Jessica Lin
New, ,Internal,No,3.99,6.22,Investor Sale,Yes,Luis Garcia
Reviewed,Closed,M L S,Yes,8.96,12.36,Investor Sale,,Amit Kumar
Offered, ,Internal,No,4.24,6.72,,No,Samantha Pierce
Closed,Cancelled,Opendoor,Yes,8.25,12.72,Job Transfer,No,David Thompson
Offered,Pend,Broker,,9.11,15.46,Job Transfer,No,Samantha Pierce
Accepted Offer,Close,MLS,Yes,11.22,12.58,Job Transfer,No,Samantha Pierce
Accepted Offer,Kick,Broker,,8.33,8.72,Downsizing,No,Michael Chen
Closed,Null,MLS,No,7.93,7.23,Downsizing,No,Priya Sharma
Offered,Kick,MLS,,8.65,12.07,Job Transfer,No,David Thompson
Cancelled, ,Auction.com,No,10.56,9.83,,,Sophia Williams
Reviewed,Pend,M L S,Yes,5.39,14.69,Job Transfer,No,Priya Sharma
Closed,Kick,Broker,Yes,9.43,7.09,Downsizing,,Luis Garcia
Accepted Offer,Always Kick,Bulk,Yes,8.3,19.24,Downsizing,Yes,Jason Miller
New,Closed,MLS,Yes,8.2,16.66,Investor Sale,No,Luis Garcia
 ,Available,MLS,,7.41,6.38,Job Transfer,Yes,Emily Patel
Null,Close,Internal,Yes,3.83,7.66,Job Transfer,No,Amit Kumar
Offered, ,Opendoor,Yes,7.98,8.5,,Yes,Emily Patel
New,Close,MLS,Yes,5.86,12.92,Job Transfer,Yes,Priya Sharma
Reviewed,Null,Bulk,No,8.6,13.1,Downsizing,,David Thompson
Offered,Null,MLS,No,7.87,7.04,Job Transfer,No,Amit Kumar
Offered,Always Kick,Auction.com,Yes,11.87,16.62,Downsizing,No,Priya Sharma
Accepted Offer,Close,Broker,,11.29,9.24,Downsizing,,Sophia Williams
Offered,Cancelled,Internal,Yes,8.55,11.59,,Yes,Amit Kumar
Accepted Offer, ,Auction.com,Yes,8.24,17.2,,,Emily Patel
 ,Closed,Bulk,No,10.64,10.57,Investor Sale,Yes,Michael Chen
 ,Pending,M L S,Yes,6.13,12.05,Investor Sale,,Amit Kumar
Accepted Offer,Pend,M L S,Yes,11.13,10.11,Job Transfer,No,Jessica Lin
New,Available,MLS,,8.87,18.49,Job Transfer,,Luis Garcia
Null,Kick,M L S,,9.27,18.02,,Yes,Samantha Pierce
Cancelled,Always Kick,MLS,Yes,5.71,8.12,,,Michael Chen
Null, ,Bulk,,8.88,17.1,,,Samantha Pierce
Accepted Offer,Cancelled,Auction.com,Yes,8.7,13.9,Downsizing,No,Priya Sharma
Closed,Available,MLS,,9.87,16.09,Job Transfer,,Luis Garcia
New,Null,MLS,,6.25,7.93,Downsizing,Yes,Sophia Williams
New,Close,Auction.com,No,3.43,7.48,Job Transfer,No,Samantha Pierce
Null,Kick,Internal,No,8.44,9.42,Downsizing,No,Michael Chen
Offered,Null,Opendoor,,6.23,6.58,Downsizing,No,Michael Chen
Cancelled,Closed,Bulk,Yes,3.4,9.15,,,David Thompson
 ,Always Kick,MLS,Yes,3.2,11.26,,,Jason Miller
New,Kick,MLS,,6.43,8.96,Downsizing,Yes,David Thompson
Offered,Pend,Internal,Yes,4.85,7.92,Investor Sale,,Jessica Lin
Cancelled,Null,MLS,No,9.54,5.99,Downsizing,,Samantha Pierce
Null,Available,MLS,Yes,9.0,10.72,Investor Sale,Yes,Priya Sharma
 ,Closed,Opendoor,Yes,11.39,17.53,Job Transfer,,Emily Patel
Offered,Null,Broker,,11.82,12.07,Investor Sale,,Sophia Williams
New,Kick,Opendoor,Yes,3.79,10.79,Downsizing,Yes,David Thompson
Reviewed,Close,MLS,,8.66,7.86,,,Luis Garcia
 ,Null,Opendoor,No,5.86,12.3,Job Transfer,No,Priya Sharma
Reviewed,Pending,Internal,Yes,7.21,13.66,,No,Luis Garcia
New,Available,Opendoor,No,9.6,17.82,,,Amit Kumar
