Previous_Rent,List_Price,Zestimate,ARV,Expected_Rent,Rent_Zestimate,Low_FMR,High_FMR,Redfin_Value
2686,136891,411609,267174,2905,1812,1937,1291,557010
2015,218192,177952,407278,2641,1950,1656,2174,223914
2928,193399,308377,418004,1337,2714,1725,3010,150961
2845,476606,163421,126692,1937,1542,1153,2659,317276
2534,299654,508109,180190,2972,1288,748,2683,231810
1543,223784,212500,179587,1299,3994,704,3175,235201
2444,227192,490417,505591,903,3244,1173,3427,427735
1648,104156,229642,92776,1915,3527,1653,1615,548344
3219,223258,370459,579843,1780,2460,1495,3059,245455
2485,386535,354841,438078,1859,966,1459,1206,313860
2602,194290,319879,94369,2667,2496,1990,3262,516085
1291,362010,374466,128313,3290,2580,1179,3016,413550
3002,367624,129494,289659,1025,2083,910,1681,336650
973,289124,257096,113673,2530,3025,1908,2052,139957
1008,445727,456751,314175,2580,2891,1722,2486,473039
1598,288350,201575,250199,3171,2102,1438,1488,550939
2517,428231,318872,470123,1850,2164,838,2819,169784
1141,120641,403393,457946,1910,1768,805,1861,147811
2606,359904,390132,416202,1868,1753,1688,1459,543516
2561,137295,499568,156772,2171,2607,1604,2404,273337
3494,94005,408616,590087,1033,1094,727,3467,392552
2025,435307,165852,281910,2945,3618,993,2581,313952
2326,337263,407188,207087,2614,2990,1636,2989,209651
1516,241442,216867,386021,1317,3420,1749,1804,594487
3055,331165,302399,286561,2980,1597,1956,3342,562308
3022,212704,413976,561909,1893,2261,1241,1975,305938
1599,346030,485288,247373,2896,909,1580,1736,303496
2109,147515,469832,225915,970,2042,1690,1224,340693
2685,196451,471806,150057,2306,2244,881,3093,118028
2537,142694,488821,378040,2372,3324,1824,3182,186646
3384,147027,311046,429133,2256,2473,1094,3370,528406
1265,257191,182900,480568,1655,3835,1679,2272,346346
923,151446,505863,113778,3263,2133,1438,1282,364731
1600,251678,243172,397078,2592,1351,1970,3173,253332
3009,392302,299731,335332,1704,1727,1556,2699,523570
1787,235403,265968,408032,3450,3479,1124,3003,261011
1519,447663,435371,265746,2512,2844,851,1557,92480
3400,263230,377377,526018,2258,3751,1581,2040,231645
1703,160809,121788,142792,2072,3095,1730,1731,440932
800,346966,200094,242433,1105,3508,799,2559,599391
3183,208941,420094,363011,1486,1166,1246,2431,522602
2527,335669,224273,391728,1163,3251,1016,2767,254060
1018,411911,201662,371838,1310,1028,1868,1383,382335
1430,415969,461014,371898,1542,3673,1894,3228,106800
1302,113988,476233,413916,3404,2763,1198,1444,132447
2446,383039,151177,97779,1040,1695,908,3257,438473
927,126269,309449,496056,1937,3624,1025,1987,492184
2171,204173,513990,592044,1298,3150,757,3097,342572
2934,293947,96716,400047,2334,3706,1043,2273,281468
2445,97413,219819,365023,2665,1320,1094,2420,344678
855,248144,374857,545939,2686,3204,1079,2003,192657
995,285160,326193,332701,3231,3635,1424,2770,305674
3205,92951,476883,548459,3314,2148,1737,2300,278341
3089,252225,231441,462064,2708,2986,1542,1208,368922
2541,146655,229889,100184,2567,2507,1374,2536,216647
1579,183025,447950,151792,1468,2839,1077,1829,126884
2814,126819,220880,296567,2787,2611,1245,2249,543755
2680,167940,517569,588978,2394,979,874,3102,381487
1774,130629,263619,97894,2808,3295,1295,3033,129419
1050,91377,124316,481175,2266,2123,1837,2790,95617
1465,432548,254740,315414,2782,1108,884,2933,418823
2439,257786,436988,524185,1539,3439,913,1133,451976
3470,465994,499221,222517,1081,3624,1723,2035,326364
1894,201791,455029,432803,3444,2843,1045,1850,519301
2259,237995,318057,291701,3355,2917,831,2064,215861
3367,336074,193452,426393,1530,2320,1728,2273,491325
1991,254653,192504,587036,2954,1717,792,2813,165646
2664,255625,95077,317814,2376,2322,1707,1823,493480
873,403616,513292,93478,2138,3298,1852,2490,347688
2972,350200,354670,192917,3227,1835,1639,2935,522827
1548,398375,533921,530992,2323,1676,1020,1803,558346
3175,413428,540091,123831,2830,2908,1107,3408,524108
3459,238730,323213,324613,2319,3539,1502,1996,401522
3206,191228,434875,404897,2064,3657,942,1465,188817
2941,310181,540665,408421,2975,1738,1717,3490,471201
2957,299788,450649,167717,3431,3702,1537,2045,431907
3387,129801,342989,181523,1171,2817,1581,2861,495641
919,447841,129056,510894,2811,3487,827,2233,176503
2648,433630,396168,473711,1121,2721,1405,1121,207646
3082,277404,146548,104889,2532,3633,819,1337,518864
2124,160142,349269,212321,1421,1600,964,3038,575384
1803,127194,336272,383317,1562,3313,879,1147,490617
2719,90955,184413,415960,1556,2965,1096,2375,310922
1184,119870,368879,258269,2116,1825,853,2424,316992
866,403588,100832,237319,2269,3203,791,2666,225287
1712,389885,108019,155354,1762,1457,1216,1839,98802
941,144108,387834,420236,3034,3095,1931,1626,368029
3156,273718,153658,220370,2261,1425,1205,3280,526283
3099,445444,267644,519081,1666,1479,1740,3342,155927
3160,422170,97115,316596,2515,1965,1346,3227,317205
1276,110718,349789,595107,3395,3878,700,1843,272869
2016,438617,185253,495268,3270,2514,1597,3119,489165
3481,393704,90764,162039,3439,2571,1939,3179,384757
1038,352632,444330,330195,999,3918,1727,1497,400441
1733,345614,526429,344257,1436,2844,1554,2027,251873
1862,278132,160567,284391,1462,3293,721,2093,419657
3030,484881,155862,156730,1512,2204,1948,1970,500402
1041,147574,205749,261468,1080,1003,836,2204,438766
3238,239998,243544,554360,1407,1735,1055,2494,564294
2454,449489,136665,572858,3189,2762,1445,2987,131257
1696,360696,471964,100033,1041,1845,1877,1356,153839
1376,450045,499518,366657,2683,3531,967,1564,236720
1476,326145,151694,365007,1721,3602,1958,1996,510267
3365,456189,428573,215121,1280,3369,1675,2720,246199
2603,241544,174530,540269,935,1414,1374,2715,196831
2227,455539,119840,592705,3209,3648,1770,2636,283624
3278,91078,204841,354201,2237,3541,711,2010,321942
2538,465626,105749,588280,1686,3681,1505,3301,92338
2096,237490,261294,313655,2280,2307,1895,3124,535204
1937,171158,115288,357364,2701,2822,1310,3329,201543
1738,183224,351672,407454,2412,2185,1482,3350,312511
1442,332286,95221,108053,3164,2002,1021,3261,597458
2069,426988,232264,198461,1640,1700,887,1160,302679
2501,312925,124371,488820,1737,1457,897,2829,569357
1196,426920,148152,259390,1454,1528,976,2504,171938
3188,139117,460895,420798,3336,1048,942,2625,554503
2260,286473,229214,93716,2214,1546,1302,1428,329149
2930,94536,333220,168950,3182,2452,919,2186,422820
1884,248915,506835,372878,3459,1636,1869,2148,195551
3404,377049,388418,258302,1117,3455,1657,1328,271809
1268,269742,167266,329041,1161,3625,1295,3478,519120
3336,406938,470243,144828,1055,2599,1362,2995,276597
909,230677,200465,252240,1746,1688,1140,1104,160790
2012,451810,304861,586640,3312,1439,932,1834,483329
1549,106641,515869,170808,2476,2409,1706,1231,184248
1001,328121,380486,598515,1697,1438,1504,2015,256337
2995,402903,336017,527277,2551,1308,1785,3290,529296
2766,283116,190088,513776,3376,2753,1650,2620,276001
2663,479520,323283,476031,2379,3172,1682,3230,344018
2646,401156,301576,555871,1807,3395,1898,1384,421074
1147,200223,225260,355993,1437,1359,1862,3364,466062
3426,458917,432502,470573,2524,3697,1493,2966,415603
3491,206751,161920,210839,1999,3728,1483,1851,591708
3142,253508,144069,111926,1625,3584,1194,1413,157487
923,297299,423456,572723,2245,1310,1317,2213,446434
2792,91787,179978,547825,2165,3591,1088,2462,186159
1591,267830,504989,198357,1901,1531,1925,3496,405196
2329,454606,237516,145122,2422,3539,1353,2201,255478
858,364723,256019,350122,1585,1289,1227,3363,548818
813,467197,382375,214893,1890,2921,1708,1869,343134
1184,259529,218489,160652,2800,2531,745,2858,354495
1774,120100,277453,140646,1577,1522,1927,2540,126571
2970,330437,549479,423312,2975,1521,938,3267,338549
2608,200572,549895,328138,1091,1332,1088,1382,184616
2806,294953,271848,189969,1288,3837,1353,2976,185301
2439,437669,94044,536008,1535,1006,1908,2720,405790
1752,290263,417199,469123,2545,3944,1302,1544,560816
2004,204481,246072,313414,2806,2806,1059,1845,567955
1432,360273,511999,336037,2051,2904,1029,2784,449825
3419,270422,549806,134503,1323,3870,865,1174,234554
2061,323295,407442,100475,2172,2570,1031,1531,290112
1942,303250,249684,525407,2555,3362,804,3391,329700
1319,489635,255694,442040,2854,2259,1626,1546,579155
2637,468140,376885,478592,2822,1303,1601,1447,466470
3474,243530,490490,254512,1215,3811,912,2059,179863
1240,163940,380155,422656,2369,3809,1178,3165,287164
933,321696,249428,197182,1987,2991,1216,1368,413230
3141,247119,339089,518934,2810,1890,925,1492,571428
1507,471245,434988,268435,1675,2093,866,2469,187176
3096,182622,548905,493589,2935,1479,1138,1101,578492
1293,296315,352614,250725,2663,2441,1977,1277,191500
1548,108711,201175,416287,3259,1790,1535,2287,250933
1837,407377,389600,548613,1617,2880,1612,1514,153617
1544,238091,100963,414657,3127,2567,718,1905,487309
2840,329493,451952,133991,1950,1772,1878,3209,535707
896,167493,494790,497960,1632,1445,1898,2638,136347
881,394944,261774,475796,1146,2522,1199,1723,570029
3368,113287,194086,405375,1197,3117,1146,3236,350020
1549,246994,315430,417290,2206,1206,812,1122,470756
2067,243714,407773,335889,3225,3290,1261,2194,507900
1114,444301,529256,448282,1434,3758,1873,3360,275835
2642,154762,411564,564545,1680,940,1088,1500,169737
996,321902,206452,343962,3002,1864,1043,2940,264892
826,242145,251601,149879,3072,2515,1979,3084,200495
1766,180878,371302,292966,999,2490,1939,1936,327228
1443,345448,186252,315617,2421,2605,1971,1112,239095
3280,158511,324492,587969,2411,2747,1879,1582,559257
2115,183258,157296,234274,925,3705,1323,1302,250955
1174,228783,300826,206207,2249,1753,1455,3045,202067
1863,395616,407624,567347,1210,3287,1034,1564,113059
2465,174701,315370,504420,1090,3152,1026,1253,310245
945,336096,158841,102313,3199,2215,936,1966,98257
2105,167548,152160,218863,1075,1066,1180,2721,287982
2409,239743,230946,533898,2638,2970,1025,2109,291590
1795,231338,425769,116158,2154,1617,1762,2776,166141
2415,478603,444226,322951,1905,3478,1796,3075,330533
2997,209770,368950,489559,2023,2989,766,1123,447640
3095,456015,274079,243357,2560,3148,758,1691,546137
2016,396977,527070,591772,2977,2802,1473,3076,297636
2289,306904,505318,463193,2887,3999,1232,2976,181756
3043,473736,544077,496031,2463,1112,1725,1877,321223
1504,427858,479383,135043,3197,3724,1519,3122,244753
919,437317,289268,423600,2416,3162,1886,1226,456125
2568,391926,344847,257034,2280,1753,1848,1892,454978
1256,186048,265779,464563,2312,2295,932,2609,248988
850,125340,261885,480153,2151,1586,1525,1837,124700
2604,155962,364702,257923,2499,3375,1675,2499,551844
1516,334179,259605,286947,2522,3654,838,1603,549693
1348,289090,372825,281360,1844,2561,1002,2707,422176
3420,178946,458337,254749,3089,3134,1678,3427,381492
2727,484958,486847,312377,1466,2600,1758,1962,509233
3258,314507,436057,562040,1415,2552,1320,1988,363734
1295,359639,544493,301939,1785,1768,1197,3103,478862
1283,339498,105594,519273,2524,2660,1422,1183,434159
1420,218809,112358,149431,3073,3089,1583,2311,257715
3163,217675,225888,329350,1973,2992,1012,2190,142907
2360,226791,264210,233503,2259,1872,952,1804,563481
1433,309103,523308,583169,1737,2200,1419,1747,528999
2126,185502,161274,430430,1955,1451,1468,2407,293745
1495,286682,319782,90265,1307,1916,1318,1259,533204
2852,498470,451102,416575,3414,2342,1341,1708,156023
1558,462899,376364,276023,1775,2828,1734,1128,569087
1942,496105,321774,275960,1661,3754,1432,2988,352677
2231,432281,419230,125579,2411,3339,765,1199,146260
1951,420064,339970,494285,2724,2941,1063,3124,203140
3376,200913,396665,350473,3131,2845,1904,1382,217407
2953,324509,507906,187904,1967,3382,811,1276,478456
1011,451109,131169,498818,1035,3927,1589,2189,353229
2753,425693,401375,566386,1398,2705,1899,1415,483015
1580,489935,326131,188445,1928,2559,1785,3111,389765
1468,350447,520565,243452,3234,1658,841,2017,233962
1023,174640,287218,113140,2787,3964,856,1394,122367
2597,298997,533106,157504,1282,1596,1366,2835,451230
1560,468389,409747,137119,1088,1701,1763,3427,497354
2954,128531,186719,571982,2570,1452,1308,2130,302295
2259,278000,315803,158994,1093,3157,1883,1384,219161
2024,101172,164965,361563,1519,2443,727,2459,598701
3114,320313,504917,304129,1758,1316,967,2401,373420
2620,240580,442807,139189,1865,1501,1870,2585,183883
2229,345361,156836,92528,1665,2269,1881,1828,110725
1491,194901,141686,567140,3066,2118,1618,1715,276280
3335,197201,455965,250332,1008,2404,1100,1887,136993
900,240162,326867,488305,1967,3741,1193,2227,107631
1882,139669,235616,408851,2303,1727,844,2228,127836
2932,488618,188482,178438,2807,3776,1248,2164,382454
2486,467761,433268,254213,2477,1152,1445,2273,110998
3207,216972,368584,170373,3043,2625,1359,1567,283492
1249,341413,315119,365305,1409,1558,1890,3003,481900
2925,350095,528390,520149,3234,2713,1469,2119,245137
2651,482961,172770,199568,3373,1937,1387,2519,463792
1602,156802,468643,524817,3129,3896,1372,2637,505080
1356,156433,164807,568647,3058,2782,953,2686,284347
2707,395631,177351,234486,2706,2581,804,2714,433680
1402,120313,477670,451911,2730,1179,1098,3491,334561
2781,409908,359442,407420,1908,2507,1167,1311,561236
2124,201505,387010,163284,1191,1749,1262,2651,102608
2482,196427,173503,284681,1872,1057,1861,3389,571901
2936,299281,538037,488761,2129,2450,1521,3155,519179
2836,412986,417239,242504,1603,2856,1365,2332,384223
2490,325229,473697,459248,2889,2113,719,3075,193057
3270,110647,156410,520487,1169,2632,767,2963,556231
1129,292938,518720,412715,1074,2501,1324,3188,230451
3438,453290,113134,595075,1753,2635,1819,1853,575174
1273,205479,195365,214184,1826,1317,1427,1138,99749
2557,308399,105685,236122,2922,1086,1732,2721,151045
2135,313245,109826,342739,2408,3394,1507,2473,391284
1469,405887,325620,217980,1112,3565,1086,2774,500128
3208,402930,525466,463697,1629,1430,1655,3219,133675
2123,447286,501782,504515,2439,3300,1928,3205,206445
2931,117010,171052,267395,2069,1063,1273,1897,562047
919,357475,323249,361290,3073,3683,1543,3196,223975
1869,152499,185484,370741,1205,2690,1389,2224,573486
1061,402210,334998,433677,1438,2754,1879,1616,539426
820,228910,480542,476720,3133,3994,1748,3159,372123
949,123672,417662,440203,2798,1577,1217,1602,210434
1693,117900,510895,480752,3008,2644,1035,1572,474089
1655,190754,202163,222677,1591,1512,1515,1358,187169
2471,276311,220377,587597,2745,2193,737,1311,533654
2697,262253,365883,505385,1052,3659,1042,1372,212889
3411,352517,205064,381584,2190,1448,1343,3405,259623
3372,146912,184547,143453,3087,2247,747,3428,255050
2911,386943,475467,293621,2455,2442,843,2575,582886
2551,400404,496471,309936,3292,3399,817,2544,282512
1092,441084,261118,200484,2948,905,1620,2524,208564
3436,291545,232931,242203,1378,3183,1966,1539,539202
1185,309203,230363,391502,2352,2411,1580,1554,134029
1172,135460,404568,155892,1434,1678,1815,3420,101133
1839,404632,389280,587122,1252,3099,725,1961,300644
2628,231744,423855,544027,2675,2377,1446,1119,264464
3144,98322,434662,385429,3264,1101,1033,1653,598751
2862,296767,381942,340825,2919,1987,1205,1927,442701
1719,218792,398387,427429,1617,1184,1705,2935,98167
2635,158759,262494,516458,1544,1781,1523,1580,197097
1741,245971,281183,167382,3331,1076,1478,2304,554049
2493,160400,253875,206305,1211,2543,1563,3000,497699
2295,115261,286197,353418,3231,1032,1503,1207,308523
1877,365855,145178,417108,2192,2431,1942,2016,308038
2561,228657,409848,410879,1975,2915,1674,2947,285897
871,202815,94371,348796,1414,1298,786,2566,438713
2329,165980,428207,216464,3229,1793,792,2770,343382
1585,488361,134349,247473,1026,2461,773,2737,96295
2134,477837,545841,271646,2400,3208,756,1376,223645
1632,329638,413061,277025,1331,3025,1577,2074,594031
1856,426297,359743,160795,3100,2725,742,2274,155583
1990,287075,489462,121532,2467,1727,1381,1776,414929
925,433983,125210,563571,1183,2090,1463,2733,224598
2579,478868,143965,515619,2361,2444,925,1883,100169
3206,280410,388669,148180,1461,3469,1787,2065,304644
1162,240644,160652,461172,2841,1586,1820,2205,268815
1052,232265,136147,502707,1399,1798,1265,1555,363495
1968,449959,315666,334661,2140,3049,998,3137,339630
3297,498807,120072,206166,3150,2531,1398,1930,513079
2015,406625,544641,279376,1539,3808,1148,2241,97657
2628,283750,259161,547340,2214,2965,1144,1510,299712
1441,238835,461874,121620,1779,924,1194,2832,154595
3454,314278,538784,105827,1589,2867,710,2696,333236
1301,452660,483734,591809,3371,3002,810,2098,576992
1825,396068,145583,414673,3071,3233,1693,2052,411298
1533,207093,134957,95111,1224,2422,895,2037,420820
2074,395308,470145,145214,2410,2621,1255,3255,463745
1532,382346,172695,563607,2954,1178,1685,2809,136861
2301,403450,411527,111038,1694,3208,1862,2236,561490
2345,233916,448642,509736,3193,2196,1568,2186,382604
2633,478258,521382,431964,1403,1918,1845,2431,193716
2815,232201,329542,136693,3428,2640,739,1677,408064
2256,450252,362997,569802,3172,2123,1166,2434,477259
3135,163191,165172,224371,1851,2090,1252,2266,564829
3322,225846,467894,365005,1188,1892,1707,1238,451095
1124,128820,453614,299209,2629,2189,1332,2221,581872
900,485264,156539,574920,2794,2827,1276,3272,133262
2042,118710,198995,499831,2669,2098,904,1492,591078
1363,110057,497306,425801,2917,2577,862,2964,473798
1111,400916,371794,384128,1748,2667,1852,2388,226727
3191,152025,165498,98185,3489,2672,1978,1957,380888
1104,290840,142083,490527,2519,3495,700,2687,573179
3290,280995,323277,230665,2258,1880,1876,2845,163679
3314,98820,445666,379186,1087,2207,1224,1177,266330
897,486464,104342,514222,2999,3872,1896,3434,239449
2173,110187,471946,331577,1120,3838,1071,2552,398923
953,352932,104865,127227,2857,1933,1363,2793,218712
2397,128001,130902,105628,3141,2237,868,2129,247394
2492,266397,355371,435069,1366,3859,1057,1726,565657
3355,488438,301718,436015,1429,2911,813,1577,301389
2811,314896,345148,359257,1285,1834,1760,2420,468853
