Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
53249,46906,0,1,0,,1,0,,,,1,0
2964,30301,0,,,,0,,0,0,1,0,0
80527,77967,1,,,,,,0,0,0,,1
19014,6481,,0,1,,0,1,1,,,,1
2177,84440,0,0,1,1,,0,1,1,1,,
30985,56734,,0,0,,,1,1,,0,1,1
65207,55831,,1,1,0,1,1,,1,0,0,1
42864,38657,1,1,,1,1,1,1,,1,0,0
75018,85660,1,0,0,0,0,,0,,,1,1
1321,60532,1,0,,0,0,1,,0,0,1,
88403,69734,,0,0,0,,,0,0,,1,0
20674,2035,0,,,1,1,,0,1,1,1,0
55058,54278,0,0,0,0,1,0,0,,,,
47214,93321,,,0,0,1,0,,1,1,,0
66584,20131,1,,0,1,0,,1,1,,,0
18374,34724,1,,1,1,0,0,,,0,,0
65413,90921,,,0,0,0,,1,,,,0
42287,21172,1,1,1,0,1,,1,,,0,0
30920,48613,0,,,1,,,,0,1,1,1
23640,26137,,0,,0,0,1,,1,,1,1
57273,71144,,1,,1,,,1,0,0,,
69591,73096,,,0,,1,,1,0,1,,0
75187,41540,0,1,1,1,0,1,1,1,0,,
34411,19889,,1,1,1,0,,0,0,0,1,0
74816,88815,,0,1,1,0,0,1,,0,1,1
17647,86816,0,0,0,,,0,,,,,0
72573,47071,,0,0,0,0,0,0,1,1,1,
11035,79059,1,0,0,1,1,0,1,,,0,0
83856,95354,1,0,,1,1,1,0,,,1,1
37614,21763,1,,,,,0,1,,,0,1
98867,19836,0,0,1,,0,1,1,,0,1,0
8910,87617,,1,,0,0,0,0,0,,0,
66492,32689,,1,,,,,0,0,0,0,
74603,77784,0,,0,0,0,1,,,0,0,
5717,27194,1,,,0,0,0,,,0,1,1
58299,24722,0,0,0,1,1,1,,,0,,
14906,88768,0,1,1,0,0,0,0,,,1,
16893,93594,0,,,,1,1,0,1,0,0,
98623,581,0,1,1,0,,1,0,0,0,0,0
63701,58661,0,0,0,1,0,0,1,1,1,1,0
89860,52093,0,,0,0,,0,1,,1,0,1
81488,16930,0,0,,,0,0,0,,1,0,0
50865,53287,,1,,0,1,,1,1,1,0,1
52666,13587,,0,1,0,0,1,1,,,0,
92980,40357,,,0,0,1,0,1,0,,1,1
30830,35005,,,1,1,0,0,,0,1,,1
65821,98738,0,1,,0,,1,1,1,0,1,0
16192,59349,0,0,,0,1,1,1,0,1,,
69553,35910,0,1,1,0,0,1,0,0,,1,
91727,74067,1,,0,1,0,0,1,,1,,0
84216,41523,,1,1,,,0,,1,1,1,0
17924,61505,,,,1,1,,1,,,0,
18620,88196,0,0,0,0,1,1,1,1,0,0,0
88137,5706,0,,1,0,,,0,0,1,0,1
78187,15456,,0,,0,1,0,,,,,
77098,74093,1,1,,,,,0,0,1,1,1
69842,78160,1,,,,,,0,1,1,0,0
40045,42034,,0,0,0,1,,1,0,0,1,
8107,75385,,0,0,1,1,,1,1,1,0,0
70584,2755,0,,0,1,0,,1,0,,,0
20552,76889,,0,,0,,0,1,,0,,1
7611,10166,1,,0,,0,0,,1,,0,
55638,75994,1,1,1,1,,0,1,0,0,,
7425,14677,,1,0,1,0,1,0,0,0,1,1
1775,89568,0,1,1,,1,1,0,,1,0,
66895,31352,,1,,,0,,,,0,1,
86930,45720,0,1,0,0,0,0,1,,0,,1
75751,29527,0,,0,1,,1,0,0,,1,
36765,41189,1,0,,,1,1,1,0,0,0,1
28905,79143,1,0,,0,0,1,1,,0,1,0
88763,46994,0,0,,,1,0,0,,0,0,0
5907,98120,1,,,0,1,,,0,,0,1
32696,3733,1,1,,,0,0,0,,0,,1
62886,81964,0,1,,,0,1,0,,0,,0
88378,3808,1,,0,,,1,,1,0,0,
14451,37898,,,1,0,,0,,,1,0,
66855,66134,,0,0,1,1,0,1,0,,1,
15235,19896,,1,0,0,1,0,,1,1,1,1
83234,67373,,0,0,1,0,0,0,0,,0,1
98568,59787,,0,,1,1,1,,1,1,,1
22271,91825,0,1,0,1,,1,0,,0,,1
29616,11044,,,,1,1,0,,,0,,
35402,1086,,,0,1,0,1,,0,0,,1
93213,8877,1,,,,0,0,0,1,0,0,0
82216,25406,,1,0,,0,,,,,,1
19682,89724,,0,1,,1,,,0,1,,1
68558,54295,0,0,1,1,,,0,0,1,,0
83902,67033,1,0,1,1,1,1,,1,0,0,
84907,9328,0,0,0,,0,0,1,1,,1,1
47560,30031,0,1,,,,1,,1,0,0,
98986,47308,1,,,0,,,,1,,0,0
30892,57753,0,0,1,0,0,1,0,1,0,1,1
33399,76332,1,1,,1,0,,,,,0,1
4093,62498,,0,1,,,0,,1,0,,1
29886,43932,,0,1,,,,1,,0,,0
88656,96081,0,,1,1,0,,1,1,0,,
55889,66507,1,,1,1,0,1,,1,1,1,
47068,15790,1,0,,0,0,0,0,,1,1,
39731,6848,0,,,0,,,,1,0,0,0
47455,47654,1,,0,,1,1,0,0,1,1,0
80941,19034,0,1,,,,0,,1,1,1,
50570,96596,1,0,0,,,0,1,0,1,1,1
85556,24884,,,,,0,1,1,,1,0,
71464,53748,1,1,1,1,0,0,1,1,,1,0
76821,19861,1,,0,1,,0,1,,1,1,0
3548,76491,0,1,0,,0,1,0,1,0,1,0
2203,64707,,,,,,0,1,0,1,1,
41457,75071,1,,,,,1,,0,1,1,
78217,57607,1,0,0,1,,,1,1,0,0,0
4772,70015,,0,0,1,0,1,1,1,,1,1
75321,15915,0,1,1,0,1,1,,0,1,0,
90195,58390,0,,,1,0,,0,1,,,0
49022,13858,,0,0,,0,0,1,,,0,0
92055,31219,1,,0,0,0,1,,1,,1,
76577,84362,,1,1,,,,1,,0,0,0
9636,66386,1,1,,1,0,,0,0,1,,
91241,79195,1,,0,0,1,1,,0,0,,
69649,50407,,1,1,1,1,1,0,0,1,1,
22475,31732,0,,,0,,,,0,,0,
71416,32839,0,1,1,1,0,,,,1,0,1
30877,32390,1,0,,0,,,0,,1,,0
59489,95864,0,0,1,1,1,0,1,1,1,0,
70280,39709,1,0,,,1,1,0,,1,0,
46076,47715,1,,1,0,0,1,1,1,0,,
54546,30909,1,1,,,,1,1,0,1,,
59155,79243,,1,0,1,1,0,0,0,0,,0
90354,52605,,,0,0,1,0,1,0,0,,0
24925,87262,1,,0,0,0,,1,0,0,1,0
38012,65666,,1,0,,0,1,1,,,1,
14013,67148,,1,,1,1,1,1,0,,0,0
71858,26277,1,0,,1,1,,,0,1,1,
13558,9110,,,1,0,,,0,0,,1,0
79499,69785,,,0,0,1,,,1,0,1,1
29650,65996,0,0,0,1,1,0,,,1,1,0
84093,14019,1,1,0,1,0,,1,0,0,1,1
70685,43041,1,1,,,,0,1,,,0,0
53745,44308,0,0,0,,,1,,,,1,
22938,26293,,,,0,0,1,0,0,1,0,1
94946,63065,,1,1,1,0,0,1,0,,0,
75469,37855,0,0,,1,1,,,,1,1,
71527,77505,0,,,,,1,0,0,,,
53379,54764,0,0,1,0,1,1,1,0,,1,
18132,30,0,1,1,0,,1,1,0,1,1,1
99652,60521,1,,0,1,0,,0,1,1,,0
51823,90943,0,0,,1,0,1,,,1,,
97020,82939,1,1,,,1,1,0,1,0,0,1
48899,15323,1,,1,,,,,,1,,
48784,61839,,,1,1,,0,1,0,,,0
45937,46941,1,,0,0,1,,0,,,0,1
11901,55221,,,1,0,1,0,1,1,,,
34523,20296,1,1,,1,1,0,,0,1,0,0
84952,54633,,0,1,1,,1,0,1,,1,1
75401,6106,1,0,1,0,0,1,,,1,0,
35115,12463,1,1,1,1,1,,1,1,,1,0
25127,53740,1,0,1,1,,1,0,1,0,0,1
24611,67284,,1,1,0,1,,1,0,1,,0
98993,62419,,1,,0,1,,,0,0,,1
70155,40224,0,0,0,,,0,1,0,0,,1
94591,23196,,1,1,,1,1,0,,0,0,0
20640,52817,,1,,1,1,0,,,0,0,0
50775,88345,,1,,,,,,0,1,,1
8906,36947,,0,,1,,0,0,,1,1,1
82358,82283,1,,0,0,0,0,0,,,1,0
8383,99896,0,,0,,1,,,1,0,0,1
60220,89604,0,1,1,0,,,0,1,,,1
1317,78432,1,0,0,,,1,0,0,1,1,0
60853,49255,0,0,,1,,1,0,,1,0,0
32507,14455,0,1,0,0,,1,1,0,,0,1
95194,28848,1,0,0,1,,0,1,,0,1,1
56546,56816,,0,1,,,,1,,0,,
68522,73954,0,0,1,0,1,1,,0,1,0,1
83066,67513,0,0,1,0,1,1,1,1,0,,1
31998,24698,1,1,1,0,,0,,1,,0,0
59609,24896,0,0,,0,,0,,0,0,,0
95157,47654,,0,1,0,,0,,,0,,
21009,64113,,1,0,0,1,1,1,1,,,
35068,23786,,1,,1,,0,,0,0,0,1
73713,19129,,,,0,1,0,0,,,,
83450,24290,1,,1,0,,0,,0,1,1,1
10545,8440,0,0,1,,,0,,,0,1,0
86968,49481,1,,,,,0,0,1,0,1,0
42148,86188,1,1,1,0,,0,0,1,0,,1
47165,49365,,1,,0,,1,1,,0,0,
82486,89317,1,0,1,0,,0,,0,0,0,
5498,88338,0,,1,1,,0,0,0,,1,1
99209,22701,0,,0,0,0,1,0,,1,,0
34192,74125,1,,1,0,,0,,1,0,0,1
28500,76300,,1,0,,0,0,1,0,0,,1
6465,39708,0,,1,,1,,1,1,0,1,0
98519,37540,1,,0,1,0,1,,,,1,1
17616,13700,0,1,1,1,,,,0,1,0,
40533,29398,0,,1,,1,1,1,1,0,,0
33366,58370,0,0,0,,1,1,0,,1,,
15529,53644,1,0,1,0,1,,0,1,1,1,0
56281,82866,1,0,0,0,1,,0,1,1,0,0
49063,75394,1,1,0,1,,,,0,,1,0
33639,90607,1,,,1,1,,0,,0,1,0
56576,78172,0,1,0,0,0,1,0,1,1,,0
70398,91941,0,,0,0,1,1,,,1,1,1
16153,49908,1,0,,0,,0,1,0,,0,0
54612,75415,,,,0,1,0,0,,0,0,0
66567,97946,0,,0,1,,1,0,,,0,1
28380,60089,,,,,0,,1,1,0,,
57668,51790,,,,1,0,1,1,,1,1,
338,73206,0,0,0,,1,0,1,,,,1
29053,96620,,,1,0,0,1,0,0,1,1,1
26078,3819,1,0,,,1,1,1,,0,0,
31189,43586,0,0,0,1,1,1,1,,,1,
18263,1022,,0,0,1,,1,,,,,
34260,95733,,1,,0,,0,1,,,0,
94922,90770,1,1,,0,1,,1,,1,0,1
30140,17801,,1,0,0,,1,,1,,0,
21609,76023,,,1,,,,,0,0,,1
71180,23622,,1,,0,1,,0,0,,1,1
1344,68038,0,,1,0,1,0,,,0,,
2871,59963,,0,0,0,0,0,,0,1,1,0
444,74835,1,,1,,0,0,,0,,1,0
33368,52954,1,0,,0,0,1,0,1,1,0,0
45919,38651,1,,1,,1,1,1,0,0,1,
71135,34360,1,1,,1,,1,,,0,,
15153,93820,,0,1,0,,,1,1,,0,
85021,57723,,0,,0,1,1,1,1,1,1,0
46373,47057,,1,0,,,0,,1,0,,
18573,76461,0,,1,0,1,0,1,,,0,
9826,53557,1,,1,0,,1,0,1,,0,0
43118,49267,1,1,,,1,,0,1,,1,
85952,12723,1,1,0,0,,0,1,0,1,0,
16202,13020,0,0,0,0,1,1,,,,0,0
52536,86723,,0,0,0,,0,0,0,1,0,0
38062,27187,,0,,1,0,,1,1,1,1,0
87038,68936,1,1,,1,,0,0,1,0,1,1
45901,27572,0,,,1,0,,0,0,0,,1
2965,78074,0,,,0,1,,,,,0,0
44865,50441,1,1,,1,,1,0,1,0,1,1
76872,80563,,1,,,,0,1,0,1,0,1
43186,45901,,0,1,1,,,,0,,,
46574,11606,,0,0,0,,0,,1,0,1,1
93310,1148,0,,0,0,0,1,0,0,,1,0
241,2207,0,,1,,,1,1,1,1,0,
89371,40337,1,1,0,,,1,0,0,,,0
25891,2443,,,0,1,,0,1,,0,,
93792,83551,1,0,1,0,0,0,,1,0,1,
55428,36686,1,0,,1,1,1,0,,,1,0
76871,90815,,1,,1,0,1,1,0,0,1,0
89774,9679,1,0,,0,1,0,1,1,1,1,
13400,39678,0,1,1,0,,1,1,0,0,1,
26047,96760,,0,0,0,,1,0,,,0,
43104,9068,0,,,0,0,0,1,,1,0,1
2929,59853,1,1,1,0,,1,,1,,1,1
72669,16323,1,0,1,,,,1,0,,,
45478,13841,1,,,,,0,,1,1,0,
74025,86109,1,,1,1,1,,,,,0,0
87354,91860,0,,1,0,1,1,,,1,1,1
2994,74848,,,0,,1,,1,0,0,0,
70873,16151,1,1,0,0,0,0,0,1,,,0
2806,11060,1,,0,0,0,1,1,,,0,1
58544,78878,1,1,0,1,,0,,1,0,0,
67800,51676,1,0,1,1,1,0,,,1,1,0
56974,60755,0,,1,,0,1,1,1,0,,1
38046,30362,,1,0,0,1,,,0,0,1,
66703,77915,,,0,0,0,0,1,1,1,1,1
43726,29575,1,1,,1,,1,,0,0,1,1
78795,99895,1,1,1,0,,1,,0,,1,
14675,13611,1,,1,0,0,,,0,,1,1
26363,40856,0,,,0,,1,0,,1,,0
50973,93526,,,,1,0,,1,0,1,1,
17564,4174,,0,1,,0,1,0,0,0,0,1
17254,27839,0,,0,1,0,,0,,,,1
81327,46813,1,0,,1,0,,,0,1,0,1
40720,77812,,1,0,1,0,0,0,,0,1,0
90965,17169,1,1,1,1,1,,0,0,1,0,0
32918,72521,1,0,0,1,0,,0,,,1,0
78134,5759,0,0,,0,0,,1,1,0,,
76357,81673,1,0,0,,,0,,,0,1,0
32281,77018,1,,1,,0,0,,0,0,1,0
57799,47280,1,,,1,,,1,,0,0,0
10634,93329,1,,0,1,,0,0,,0,,
44280,31947,1,1,,0,1,1,0,1,,1,0
83151,13297,0,0,0,1,1,,1,0,0,1,
25806,85019,,1,,0,0,0,,1,0,1,1
71087,23548,,1,0,,1,1,,,1,1,0
95451,97620,1,,0,0,0,1,0,0,1,,0
85809,73892,0,1,1,1,1,0,0,,1,,0
33140,68380,1,0,0,1,,0,1,,0,0,1
16605,68424,,1,0,0,1,0,,1,0,,1
8378,358,1,0,0,1,,0,0,1,,,0
59518,79269,0,,1,,0,,,1,0,,0
26928,88961,0,1,1,,,,0,1,1,1,1
23364,33504,,1,1,1,1,0,0,1,0,1,1
24517,64083,,0,,,0,,,,,,
12419,23047,0,0,1,,1,,0,0,1,,1
45712,36130,,0,0,1,,1,0,0,1,0,1
69496,27544,1,1,,1,0,,,0,1,,0
92866,13986,,1,0,,,1,1,0,1,0,1
33512,88673,1,0,0,1,,,0,,0,,0
27838,96526,0,0,,,,1,,1,0,0,
84497,5542,0,1,1,1,1,,1,,1,0,1
47005,38910,1,0,0,1,1,,,1,0,1,1
18736,80963,1,,0,,,1,,1,,0,
10655,50357,0,1,0,0,0,1,1,,1,,0
3038,82274,,1,1,0,,0,1,0,0,0,
37160,5598,0,,0,1,1,1,1,0,,,0
74062,10727,,1,,1,0,0,,1,0,0,0
85697,36711,,0,1,1,,1,,1,,1,1
71771,66400,0,1,0,1,,0,0,0,0,1,0
3934,3535,1,1,,1,0,,,,,,
3269,96819,1,,0,0,1,1,,0,,1,1
41092,70659,,0,,,1,0,0,1,0,1,1
77833,19651,1,1,0,,1,0,0,0,,1,0
3019,19231,0,,0,0,0,,,0,,1,0
78819,73873,1,,1,0,,0,,0,0,0,
80494,97474,1,1,,1,1,1,,1,,1,1
47589,25584,0,,,1,0,1,,1,0,1,
50688,16505,,,0,1,0,1,,0,,0,0
63434,34245,0,,,0,0,,,1,,0,
34751,65466,,,0,1,1,0,1,1,0,0,
35128,80462,1,,1,,1,,0,0,1,,1
42601,96154,,,1,1,,,0,0,,0,
93343,47108,0,1,,1,0,0,1,,,,0
74912,64885,,0,0,0,1,1,1,0,,0,1
60044,42212,,,0,1,0,1,0,1,,0,0
50663,20312,0,0,,0,,1,1,,,0,1
55950,36931,0,1,,1,,0,0,,1,0,0
15090,58636,0,,1,0,,,,,1,0,1
8184,89863,,0,1,,,,,1,,1,1
53285,67328,,1,,,0,,,1,0,,0
71537,32629,,0,0,,,,1,,0,0,1
81125,89310,1,0,,,,,1,1,0,1,
4222,93655,1,0,1,1,,1,1,0,0,1,1
26151,24307,0,0,0,0,1,1,,1,0,1,1
61129,94537,,1,0,1,0,0,,,,,0
67083,47834,,,0,1,,0,1,,1,1,
21259,59732,0,,1,,0,,1,1,0,0,1
18203,88099,1,0,,1,,,1,1,1,,
43817,56814,,1,,0,1,1,1,,1,0,0
33974,66774,,0,0,1,1,0,,0,0,,
30602,45278,0,0,0,1,,,0,,0,,1
28263,57163,0,,,0,,1,1,,0,0,0
61824,35843,1,,1,,0,0,0,0,,0,0
14972,89358,,0,0,0,1,,0,1,0,1,1
91637,49825,0,,,0,0,0,1,0,0,,0
30109,84274,0,0,1,1,1,1,0,1,,1,0
48469,83208,,0,0,0,1,,0,,,1,0
31074,22439,1,,0,1,1,1,0,0,,1,
99944,8683,1,0,1,1,1,1,1,,0,,
53562,38417,0,1,1,,0,0,0,,1,1,0
71897,80043,1,0,,0,,0,,0,0,1,1
83537,87172,1,1,0,0,,0,1,0,,1,0
15371,22889,0,1,1,,1,,0,1,1,,
73578,1711,,,,0,,,,1,,,
17619,79033,1,0,1,,0,,1,0,1,0,1
84727,86707,,0,0,0,0,0,0,1,,1,
71273,31346,1,1,1,,0,1,0,,0,1,0
78632,52549,,,1,,,1,0,,1,,1
26841,94554,,0,0,0,0,1,0,,,0,1
35791,97253,0,,,,,1,1,1,1,1,1
54808,63987,0,,1,0,0,,0,0,1,0,0
77786,69823,0,,,0,0,0,,1,1,0,
44341,36400,1,0,1,,1,0,0,0,0,0,
1128,5286,,,1,0,0,,0,1,,0,
51313,23183,,1,1,,1,1,,,1,,1
52178,16913,1,1,,1,1,0,,1,1,1,0
13219,45260,,1,1,0,,,0,1,0,0,
71520,73163,,,1,,1,,1,0,0,0,1
18039,89597,1,,,,0,0,,0,,,
96386,44281,1,,1,1,1,0,,0,0,0,
97973,96234,1,,0,1,1,1,1,1,0,0,
17474,33460,1,0,1,1,1,0,,0,1,0,0
52520,61687,1,0,0,,0,0,1,1,,,0
63170,26867,1,,0,,0,0,,,0,1,
41630,47663,0,0,0,1,0,0,0,,0,1,
1421,54541,0,,,,1,0,1,0,0,1,1
7478,90387,0,,0,1,0,,1,1,1,,
69352,24214,0,,1,0,0,,0,0,0,1,0
21415,68488,,,0,1,,,0,0,,0,
2781,56949,1,,1,1,,,1,1,,1,0
62454,55274,,,0,,0,1,1,,1,1,0
28019,25328,,1,1,,,0,1,1,,,
70941,39946,0,,1,0,0,0,1,1,0,1,1
20774,22008,1,1,0,,1,1,1,1,1,1,0
5062,41949,,,0,1,1,1,0,,0,,0
90498,729,1,1,0,1,1,1,,1,,1,
1458,16531,0,,1,0,,1,0,1,,,1
14704,81633,1,,,0,1,0,1,0,0,0,
48587,74417,,1,0,0,,1,0,,,1,0
36045,43187,0,0,,1,0,,1,0,1,0,1
72780,60396,,,0,0,,0,1,0,,0,1
98735,19205,0,0,,1,,1,1,,,,0
50301,10263,,1,,0,,,,0,,0,
71138,11710,0,1,0,0,0,0,,1,0,,1
49700,92210,,0,,0,,0,,,1,1,0
98093,93547,,0,,0,,,,,0,,0
91529,53898,1,,1,0,,0,1,1,0,0,0
35680,39223,1,0,1,0,,,,0,1,0,
37433,40881,1,1,0,,1,1,,1,,0,0
742,9408,,,,0,1,0,1,,,1,
41144,45316,1,1,,0,,,1,,0,0,
116,64775,0,0,0,0,0,1,1,,0,,1
32903,45734,,0,1,,,1,1,0,1,0,1
60410,80023,0,,0,0,1,0,1,0,0,1,
98607,35032,0,0,1,1,0,,1,0,,1,1
33173,66260,1,1,,,0,,0,1,1,,
68959,26976,,1,1,1,1,1,,0,0,1,0
46006,80049,,1,1,0,0,,0,1,0,0,0
4810,16726,,1,,0,0,1,1,1,,0,
45332,22109,,1,1,1,0,0,1,0,1,1,0
93275,10150,1,0,1,,,1,1,1,0,,0
6546,14712,,1,1,,0,0,1,0,0,,0
55657,55792,1,1,1,1,,0,,,0,1,1
81735,15823,1,0,0,,1,0,0,1,1,0,0
80917,72973,1,0,0,1,0,1,0,,1,,0
91387,25985,0,1,,0,1,1,1,,1,1,
559,92636,1,1,1,,,1,1,,1,1,
33956,65568,0,0,0,1,,1,0,0,0,,1
66155,89835,0,0,0,,1,0,1,1,1,0,0
80726,35836,1,,1,0,1,0,,,1,,1
96136,95625,1,0,1,0,,1,0,,,,1
6581,27331,0,0,1,0,,0,1,,,1,
69849,14871,0,,,1,0,,0,1,0,0,1
89354,67964,0,1,1,,0,1,,1,0,0,1
58485,47556,0,,1,0,1,1,,,,1,
38138,28713,0,0,,0,1,1,1,,1,0,0
5281,63115,0,0,,1,1,0,,,0,0,0
76601,45791,,,1,0,1,,0,,1,0,
84052,49548,1,1,1,1,0,1,0,1,0,,0
85299,6404,0,0,0,1,1,0,1,,1,,1
83202,43549,1,0,,,1,0,,0,,0,1
1986,68930,1,,,,0,,,0,1,1,0
16416,36026,,0,0,,,1,1,0,0,0,0
98776,54929,0,,,,,0,1,,0,1,0
87320,65949,1,,,0,,0,0,1,1,1,0
42207,25040,0,0,,0,,0,1,,,,0
42155,63090,1,0,,1,,1,0,0,0,,1
11493,21324,,0,,1,1,,1,1,,0,0
46473,27469,1,0,1,1,,,,0,1,0,0
21596,65622,1,,0,,,,0,0,,0,
4530,61862,,0,0,1,1,1,1,,,0,0
21181,95981,0,,1,0,1,1,,1,,1,0
13818,33185,,0,1,0,,,,,,0,0
21450,54837,1,1,,0,0,0,0,,,0,0
27638,74033,0,,1,1,,1,1,1,0,,1
16341,14059,1,1,0,0,0,1,0,,0,,
91854,50041,1,,0,,,1,1,1,,,
8033,78053,,0,,,,1,0,1,1,,
89244,23582,,1,,,0,1,1,0,,0,1
14957,97833,0,0,,1,1,,0,,,0,0
22582,88240,,,1,,,0,0,,1,0,
96164,40661,0,0,1,0,1,0,1,0,0,,1
74961,27897,,0,0,0,0,0,1,1,,,1
39892,96371,,0,1,0,1,0,1,,0,,
96550,93555,0,1,0,1,,0,1,1,,0,1
65604,78105,,,1,1,,0,1,1,0,,0
64735,61567,1,1,0,1,0,0,0,,0,1,0
66105,38679,0,1,1,,0,0,1,1,,1,1
80835,1172,,0,,1,1,0,,1,1,1,0
29949,16954,1,,1,0,0,1,0,0,,0,
2890,42580,1,1,,,,,0,,1,0,0
34382,44731,0,1,0,0,,1,,0,0,1,
7066,25800,,1,,0,0,0,,0,1,0,
93518,53213,1,,0,0,,,1,1,0,0,1
64332,75960,,0,0,0,0,,0,0,,1,0
91908,81860,1,0,0,0,0,1,1,,,1,
69168,22943,,,,0,0,,0,,1,1,0
29841,33779,0,0,0,0,0,,1,1,0,1,
49822,54909,,0,1,1,0,1,0,0,1,,
85942,84323,,1,0,,0,,,1,0,1,
4351,38646,,1,1,,1,,1,1,1,1,1
93182,43230,0,0,0,0,0,0,0,,0,,
24010,8233,,1,1,1,,0,1,0,,,1
19341,87409,1,0,0,0,1,0,,0,1,0,
55910,11379,0,,0,,0,0,,,1,1,
84991,84161,0,0,1,,0,0,1,1,1,,1
6368,27856,1,1,1,1,,0,0,1,0,0,1
96321,15918,0,1,,1,,0,,1,1,,
77714,61098,0,0,0,0,1,1,,,0,0,0
59526,84478,0,0,0,1,1,0,,1,0,,1
74330,94937,1,1,1,,1,,,,0,1,1
37902,74165,1,0,,,,,,1,,,1
88782,25139,1,,1,,0,1,,1,1,1,
30911,28696,0,1,1,1,,,1,0,,,0
47450,32881,1,0,1,,1,,1,,0,0,0
83836,82326,,0,,0,0,,1,1,,1,0
22089,43294,0,0,,,1,,0,1,,,
34783,3987,,1,,,,,,1,0,0,
52551,31903,,1,1,0,1,1,1,0,0,1,1
11251,13795,1,0,0,0,,,,0,0,1,0
75237,84717,1,1,,0,0,1,,1,1,1,0
2266,68498,,1,1,1,,0,1,1,1,1,1
61371,56766,1,,0,,0,,1,0,0,,1
60731,66169,1,1,0,1,0,0,1,1,1,1,0
30629,38604,1,,,0,0,1,,0,0,,0
78733,71228,1,1,,0,,0,0,0,,,0
87235,18635,0,,,0,1,0,1,0,,,1
33828,88313,1,,1,0,1,1,1,0,0,1,
36491,75255,,1,,1,,1,1,,0,1,1
42923,95975,,1,,0,1,1,1,0,1,1,0
18382,63385,0,0,,1,,1,,1,,,0
87005,30108,,,,1,0,,1,0,0,,1
42734,84479,0,0,1,0,,1,1,0,,,1
14079,40979,0,1,,0,,1,1,1,,1,0
96100,32687,0,1,0,0,0,,,1,,1,0
67135,47253,1,1,0,0,1,0,,,1,,1
37749,92979,1,1,0,,,,,,0,0,1
80105,91948,,0,,,0,0,0,,1,,0
55976,86924,,0,,0,,0,,,,,
59481,2574,,,,0,0,0,1,1,1,,1
51327,84904,0,,0,1,0,0,0,,,1,1
72459,8398,0,1,0,1,1,1,,,1,0,0
34621,94685,0,1,1,,1,0,1,0,0,0,1
93740,73842,1,,0,,,1,,1,0,0,0
81718,86765,0,,1,,0,,1,0,,,1
11265,65418,1,,0,0,1,1,1,0,1,1,0
25336,59242,,1,1,,1,0,1,1,,1,1
62156,95779,1,1,0,1,1,0,0,,0,0,0
73957,3156,,0,,1,0,,0,,1,1,0
50035,38605,1,0,1,,1,,,0,0,0,0
7147,47133,1,1,0,,,0,0,,,1,
52693,80216,,1,1,1,0,0,,0,1,,
43744,97011,,,0,0,,,0,1,0,,1
32888,12963,1,0,0,1,1,1,,0,0,,0
37380,44642,0,1,1,1,,,0,,0,0,0
69762,12887,,1,1,0,,0,,1,,0,0
56930,7640,,1,,1,0,0,,1,0,,1
27460,60370,1,0,0,0,,,0,1,1,,1
2946,27815,,,,0,,,1,,0,,
34042,24951,,,0,0,1,1,1,0,0,,1
94019,78493,0,0,0,1,,0,1,,0,1,0
5020,89878,,1,1,1,,0,0,1,1,,
74802,14993,1,0,0,0,1,0,0,,1,,1
29625,29145,,,0,,0,1,,0,,,1
12348,27843,1,,0,1,1,1,1,1,0,0,1
55806,92010,1,,,,1,1,0,,,,0
25402,97909,0,0,1,1,1,1,1,0,1,,
28782,35606,,1,0,0,0,0,1,0,1,,0
20775,23446,0,1,1,,,1,1,1,1,1,0
44875,26793,0,0,,1,,,,,,1,
8670,85518,1,0,,,1,0,,0,0,0,
31916,88317,,,1,0,,0,0,0,0,,
49399,15022,,1,,1,1,,1,0,,0,
82981,37717,,0,1,0,1,0,0,1,0,1,0
40930,67897,,1,1,0,1,0,1,1,0,1,
4349,62708,,0,,,1,,1,,0,,
39127,66629,0,1,,1,1,,0,,0,0,
71680,82846,,0,1,,0,0,,0,0,0,
83907,64245,,,1,1,0,0,1,0,1,,0
25204,54909,,1,0,1,1,0,,1,,1,
87594,88063,0,1,0,,1,0,1,1,,0,0
52244,89925,0,0,1,0,0,1,0,1,0,,1
33374,777,,1,1,1,,0,0,0,0,,0
40949,86830,0,1,,0,0,0,1,1,,,
75451,65266,,0,1,0,0,1,0,,1,,1
59083,31017,0,,1,,1,,1,1,,0,0
1984,70525,1,0,1,1,1,0,,0,,,0
68255,54786,1,0,0,0,0,1,0,,1,0,0
58037,33030,1,1,1,1,,1,,1,1,1,
19929,14874,,1,1,,0,1,1,,,0,0
80133,49924,,,1,,,1,0,1,,1,0
86391,78495,,,,,0,0,,1,,1,0
67649,28607,0,,0,0,1,,,0,1,,0
88895,24583,,1,,1,,,0,1,0,0,1
71080,46726,0,0,0,,1,1,,,,,
14964,52170,,0,0,,,1,1,0,0,1,1
82429,90473,1,1,1,,0,1,1,1,1,0,0
62757,60468,0,1,0,0,,1,1,,1,1,1
32343,89082,,1,1,1,1,0,1,1,1,0,1
59120,21429,1,,1,1,0,,,,,1,
44277,24024,0,1,,,0,0,0,1,0,0,
16378,53592,,0,1,,0,0,,,0,1,
